Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;Id;Liga;Region;Phase
Sa;15.10.2016;19:45;EHC Biel-Bienne;EHC Kloten; 3:4; 2:2|0:1|1:0|0:1;OT;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5351;20171105071080;NL A;CH;Regular Season
Sa;15.10.2016;19:45;Genève-Servette HC;ZSC Lions; 4:5; 1:1|2:1|1:2|0:1;OT;Ende;False;Les Vernets, 1227 Les Acacias GE;6387;20171105071081;NL A;CH;Regular Season
Sa;15.10.2016;19:45;Lausanne HC;HC Davos; 8:1; 4:0|3:0|1:1;;Ende;False;P. de Malley, 1008 Lausanne VD;6211;20171105071082;NL A;CH;Regular Season
Sa;15.10.2016;19:45;SCL Tigers;SC Bern; 4:0; 1:0|2:0|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071083;NL A;CH;Regular Season
Sa;15.10.2016;19:45;EV Zug;HC Lugano; 5:0; 3:0|1:0|1:0;;Ende;False;BOSSARD Arena, 6303 Zug;6756;20171105071084;NL A;CH;Regular Season
So;16.10.2016;15:45;ZSC Lions;Genève-Servette HC; 5:1; 1:0|4:1|0:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;9143;20171105071078;NL A;CH;Regular Season
Di;18.10.2016;19:45;HC Ambri-Piotta;SC Bern; 1:4; 1:0|0:1|0:3;;Ende;False;Stadio Valascia, 6775 Ambri TI;4458;20171105071085;NL A;CH;Regular Season
Di;18.10.2016;19:45;HC Davos;EHC Biel-Bienne; 5:2; 1:1|3:1|1:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4182;20171105071086;NL A;CH;Regular Season
Di;18.10.2016;19:45;Fribourg-Gottéron;HC Lugano; 5:2; 1:0|1:1|3:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5824;20171105071087;NL A;CH;Regular Season
Di;18.10.2016;19:45;EHC Kloten;Lausanne HC; 4:5; 1:1|2:1|1:2|0:1;OT;Ende;False;SWISS Arena, 8302 Kloten ZH;4604;20171105071088;NL A;CH;Regular Season
Di;18.10.2016;19:45;SCL Tigers;Genève-Servette HC; 2:1; 0:0|1:1|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5344;20171105071089;NL A;CH;Regular Season
Di;18.10.2016;19:45;ZSC Lions;EV Zug; 2:1; 0:0|1:0|0:1|1:0;SO;Ende;False;Hallenstadion, 8050 Zürich ZH;8940;20171105071090;NL A;CH;Regular Season
Fr;21.10.2016;19:45;SC Bern;HC Davos; 3:2; 3:1|0:0|0:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;16731;20171105071091;NL A;CH;Regular Season
Fr;21.10.2016;19:45;EHC Biel-Bienne;Fribourg-Gottéron; 0:2; 0:1|0:1|0:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5698;20171105071092;NL A;CH;Regular Season
Fr;21.10.2016;19:45;Genève-Servette HC;HC Ambri-Piotta; 4:3; 2:0|1:3|1:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5855;20171105071093;NL A;CH;Regular Season
Fr;21.10.2016;19:45;Lausanne HC;ZSC Lions; 2:3; 1:1|1:1|0:0|0:1;SO;Ende;False;P. de Malley, 1008 Lausanne VD;6501;20171105071094;NL A;CH;Regular Season
Fr;21.10.2016;19:45;HC Lugano;EHC Kloten; 4:1; 1:1|0:0|3:0;;Ende;False;Piste Resega, 6948 Porza Ti;5617;20171105071095;NL A;CH;Regular Season
Fr;21.10.2016;19:45;EV Zug;SCL Tigers; 1:2; 0:0|1:0|0:1|0:1;OT;Ende;False;BOSSARD Arena, 6303 Zug;6162;20171105071096;NL A;CH;Regular Season
Sa;22.10.2016;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 2:1; 1:1|1:0|0:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4798;20171105071097;NL A;CH;Regular Season
Sa;22.10.2016;19:45;HC Davos;EV Zug; 0:1; 0:0|0:1|0:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4902;20171105071098;NL A;CH;Regular Season
Sa;22.10.2016;19:45;Fribourg-Gottéron;Lausanne HC; 3:5; 1:1|1:2|1:2;;Ende;False;BCF Arena, 1700 Fribourg FR;6500;20171105071099;NL A;CH;Regular Season
Sa;22.10.2016;19:45;EHC Kloten;Genève-Servette HC; 4:1; 0:1|3:0|1:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;5194;20171105071100;NL A;CH;Regular Season
Sa;22.10.2016;19:45;SCL Tigers;HC Lugano; 3:5; 3:2|0:2|0:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071101;NL A;CH;Regular Season
Mo;24.10.2016;19:45;ZSC Lions;SC Bern; 2:3; 0:1|2:0|0:1|0:1;SO;Ende;False;Hallenstadion, 8050 Zürich ZH;8545;20171105071102;NL A;CH;Regular Season
Fr;28.10.2016;19:45;HC Ambri-Piotta;EHC Kloten; 1:6; 0:4|0:1|1:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;4769;20171105071103;NL A;CH;Regular Season
Fr;28.10.2016;19:45;EHC Biel-Bienne;EV Zug; 3:2; 0:2|1:0|2:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5021;20171105071104;NL A;CH;Regular Season
Fr;28.10.2016;19:45;Lausanne HC;SC Bern; 1:4; 0:0|0:4|1:0;;Ende;False;P. de Malley, 1008 Lausanne VD;7092;20171105071106;NL A;CH;Regular Season
Fr;28.10.2016;19:45;HC Lugano;HC Davos; 2:5; 1:2|1:2|0:1;;Ende;False;Piste Resega, 6948 Porza Ti;5703;20171105071107;NL A;CH;Regular Season
Fr;28.10.2016;19:45;ZSC Lions;SCL Tigers; 3:5; 1:1|2:2|0:2;;Ende;False;Hallenstadion, 8050 Zürich ZH;8857;20171105071108;NL A;CH;Regular Season
Sa;29.10.2016;19:45;SC Bern;EHC Biel-Bienne; 3:1; 2:0|1:1|0:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16845;20171105071109;NL A;CH;Regular Season
Sa;29.10.2016;19:45;HC Davos;Fribourg-Gottéron; 4:2; 0:0|1:1|3:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4782;20171105071110;NL A;CH;Regular Season
Sa;29.10.2016;19:45;Genève-Servette HC;HC Lugano; 5:0; 1:0|2:0|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5906;20171105071111;NL A;CH;Regular Season
Sa;29.10.2016;19:45;EHC Kloten;ZSC Lions; 2:3; 1:1|1:0|0:1|0:1;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;6278;20171105071112;NL A;CH;Regular Season
Di;08.11.2016;19:45;Lausanne HC;Genève-Servette HC; 1:3; 0:0|1:3|0:0;;Ende;False;P. de Malley, 1008 Lausanne VD;7337;20171105071124;NL A;CH;Regular Season
Di;08.11.2016;19:45;EV Zug;HC Ambri-Piotta; 2:1; 1:0|0:1|1:0;;Ende;False;BOSSARD Arena, 6303 Zug;6172;20171105071168;NL A;CH;Regular Season
Fr;11.11.2016;19:45;HC Ambri-Piotta;ZSC Lions; 2:4; 0:0|2:3|0:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;4500;20171105071115;NL A;CH;Regular Season
Fr;11.11.2016;19:45;EHC Biel-Bienne;SCL Tigers; 2:3; 1:2|1:0|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6003;20171105071116;NL A;CH;Regular Season
Fr;11.11.2016;19:45;Genève-Servette HC;HC Davos; 3:2; 1:1|1:1|1:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6117;20171105071117;NL A;CH;Regular Season
Fr;11.11.2016;19:45;EHC Kloten;Fribourg-Gottéron; 3:4; 2:1|0:2|1:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;5024;20171105071118;NL A;CH;Regular Season
Fr;11.11.2016;19:45;HC Lugano;Lausanne HC; 2:0; 0:0|1:0|1:0;;Ende;False;Piste Resega, 6948 Porza Ti;5463;20171105071119;NL A;CH;Regular Season
Fr;11.11.2016;19:45;EV Zug;SC Bern; 0:3; 0:0|0:2|0:1;;Ende;False;BOSSARD Arena, 6303 Zug;7015;20171105071120;NL A;CH;Regular Season
Sa;12.11.2016;19:45;SC Bern;HC Lugano; 2:1; 0:0|2:0|0:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;16799;20171105071121;NL A;CH;Regular Season
Sa;12.11.2016;19:45;HC Davos;HC Ambri-Piotta; 6:3; 3:1|2:1|1:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4547;20171105071122;NL A;CH;Regular Season
Sa;12.11.2016;19:45;Fribourg-Gottéron;EV Zug; 0:4; 0:0|0:1|0:3;;Ende;False;BCF Arena, 1700 Fribourg FR;5710;20171105071123;NL A;CH;Regular Season
Sa;12.11.2016;19:45;SCL Tigers;EHC Kloten; 2:4; 1:2|1:0|0:2;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071125;NL A;CH;Regular Season
Sa;12.11.2016;19:45;ZSC Lions;EHC Biel-Bienne; 5:1; 3:0|1:0|1:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;9037;20171105071126;NL A;CH;Regular Season
Di;15.11.2016;19:45;SC Bern;Fribourg-Gottéron; 3:2; 0:0|1:1|2:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;16097;20171105071127;NL A;CH;Regular Season
Di;15.11.2016;19:45;HC Davos;EHC Kloten; 5:2; 1:0|2:2|2:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3448;20171105071128;NL A;CH;Regular Season
Di;15.11.2016;19:45;Genève-Servette HC;EHC Biel-Bienne; 0:1; 0:0|0:1|0:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5656;20171105071129;NL A;CH;Regular Season
Di;15.11.2016;19:45;Lausanne HC;SCL Tigers; 3:1; 1:0|2:0|0:1;;Ende;False;P. de Malley, 1008 Lausanne VD;5773;20171105071130;NL A;CH;Regular Season
Di;15.11.2016;19:45;HC Lugano;ZSC Lions; 2:5; 0:3|0:1|2:1;;Ende;False;Piste Resega, 6948 Porza Ti;5710;20171105071131;NL A;CH;Regular Season
Di;15.11.2016;19:45;EV Zug;HC Ambri-Piotta; 3:1; 1:0|2:1|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6057;20171105071132;NL A;CH;Regular Season
Fr;18.11.2016;19:45;HC Ambri-Piotta;Lausanne HC; 3:2; 0:1|0:1|3:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4078;20171105071133;NL A;CH;Regular Season
Fr;18.11.2016;19:45;EHC Biel-Bienne;HC Lugano; 3:1; 1:0|1:0|1:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5130;20171105071134;NL A;CH;Regular Season
Fr;18.11.2016;19:45;Genève-Servette HC;SC Bern; 3:4; 0:3|3:0|0:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6046;20171105071135;NL A;CH;Regular Season
Fr;18.11.2016;19:45;EHC Kloten;EV Zug; 0:7; 0:2|0:1|0:4;;Ende;False;SWISS Arena, 8302 Kloten ZH;4731;20171105071136;NL A;CH;Regular Season
Fr;18.11.2016;19:45;SCL Tigers;HC Davos; 2:1; 1:1|1:0|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071137;NL A;CH;Regular Season
Sa;19.11.2016;19:45;HC Davos;ZSC Lions; 1:2; 0:1|0:1|1:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5296;20171105071140;NL A;CH;Regular Season
