Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;Id;Liga;Region;Phase
Sa;19.11.2016;19:45;Fribourg-Gottéron;SCL Tigers; 5:3; 2:1|0:2|3:0;;Ende;False;BCF Arena, 1700 Fribourg FR;5961;20171105071141;NL A;CH;Regular Season
Sa;19.11.2016;19:45;EV Zug;Genève-Servette HC; 5:1; 1:1|2:0|2:0;;Ende;False;BOSSARD Arena, 6303 Zug;6262;20171105071144;NL A;CH;Regular Season
Sa;19.11.2016;19:56;SC Bern;EHC Kloten; 1:8; 0:0|0:5|1:3;;Ende;False;PostFinance-Arena, 3014 Bern BE;16289;20171105071139;NL A;CH;Regular Season
So;20.11.2016;15:45;ZSC Lions;Fribourg-Gottéron; 3:4; 0:0|1:2|2:1|0:1;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;10331;20171105071138;NL A;CH;Regular Season
So;20.11.2016;15:45;Lausanne HC;EHC Biel-Bienne; 6:3; 1:1|1:0|4:2;;Ende;False;P. de Malley, 1008 Lausanne VD;7345;20171105071142;NL A;CH;Regular Season
Mo;21.11.2016;20:30;HC Lugano;HC Ambri-Piotta; 5:3; 2:1|1:1|2:1;;Ende;False;Piste Resega, 6948 Porza Ti;6764;20171105071143;NL A;CH;Regular Season
Fr;25.11.2016;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 3:2; 0:1|1:0|1:1|1:0;OT;Ende;False;Stadio Valascia, 6775 Ambri TI;3658;20171105071145;NL A;CH;Regular Season
Fr;25.11.2016;19:45;SC Bern;HC Davos; 2:1; 1:0|0:0|0:1|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20171105071146;NL A;CH;Regular Season
Fr;25.11.2016;19:45;Fribourg-Gottéron;Genève-Servette HC; 3:2; 0:1|1:0|1:1|1:0;OT;Ende;False;BCF Arena, 1700 Fribourg FR;5829;20171105071147;NL A;CH;Regular Season
Fr;25.11.2016;19:45;Lausanne HC;EHC Kloten; 3:2; 1:0|1:2|0:0|1:0;SO;Ende;False;P. de Malley, 1008 Lausanne VD;6007;20171105071148;NL A;CH;Regular Season
Fr;25.11.2016;19:45;SCL Tigers;HC Lugano; 4:1; 1:0|1:1|2:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5835;20171105071149;NL A;CH;Regular Season
Fr;25.11.2016;19:45;EV Zug;ZSC Lions; 4:6; 2:3|0:1|2:2;;Ende;False;BOSSARD Arena, 6303 Zug;6648;20171105071150;NL A;CH;Regular Season
Sa;26.11.2016;19:45;EHC Biel-Bienne;SC Bern; 1:3; 0:2|1:0|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6521;20171105071151;NL A;CH;Regular Season
Sa;26.11.2016;19:45;HC Davos;Fribourg-Gottéron; 5:3; 2:1|1:2|2:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5237;20171105071152;NL A;CH;Regular Season
Sa;26.11.2016;19:45;Genève-Servette HC;HC Ambri-Piotta; 2:3; 1:0|0:1|1:1|0:1;SO;Ende;False;Les Vernets, 1227 Les Acacias GE;6907;20171105071153;NL A;CH;Regular Season
Sa;26.11.2016;19:45;EHC Kloten;SCL Tigers; 1:3; 0:1|0:0|1:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;5535;20171105071154;NL A;CH;Regular Season
Sa;26.11.2016;19:45;HC Lugano;EV Zug; 4:5; 3:1|1:3|0:0|0:1;SO;Ende;False;Piste Resega, 6948 Porza Ti;5787;20171105071155;NL A;CH;Regular Season
Sa;26.11.2016;19:45;ZSC Lions;Lausanne HC; 3:4; 2:2|0:1|1:0|0:1;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;8948;20171105071156;NL A;CH;Regular Season
Di;29.11.2016;19:45;HC Ambri-Piotta;SC Bern; 6:3; 1:2|1:1|4:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4137;20171105071157;NL A;CH;Regular Season
Di;29.11.2016;19:45;Genève-Servette HC;ZSC Lions; 1:2; 0:1|1:0|0:0|0:1;SO;Ende;False;Les Vernets, 1227 Les Acacias GE;5715;20171105071158;NL A;CH;Regular Season
Di;29.11.2016;19:45;EHC Kloten;HC Lugano; 8:3; 0:3|5:0|3:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;4569;20171105071159;NL A;CH;Regular Season
Di;29.11.2016;19:45;Lausanne HC;Fribourg-Gottéron; 3:1; 0:0|2:1|1:0;;Ende;False;P. de Malley, 1008 Lausanne VD;7009;20171105071160;NL A;CH;Regular Season
Di;29.11.2016;19:45;SCL Tigers;EHC Biel-Bienne; 3:5; 1:0|0:2|2:3;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5694;20171105071161;NL A;CH;Regular Season
Di;29.11.2016;19:45;EV Zug;HC Davos; 5:2; 0:1|2:0|3:1;;Ende;False;BOSSARD Arena, 6303 Zug;7015;20171105071162;NL A;CH;Regular Season
Fr;02.12.2016;19:45;SC Bern;HC Lugano; 5:0; 1:0|1:0|3:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;15777;20171105071163;NL A;CH;Regular Season
Fr;02.12.2016;19:45;HC Davos;Lausanne HC; 1:3; 0:1|1:1|0:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4072;20171105071164;NL A;CH;Regular Season
Fr;02.12.2016;19:45;Fribourg-Gottéron;EHC Biel-Bienne; 3:5; 0:0|2:2|1:3;;Ende;False;BCF Arena, 1700 Fribourg FR;5695;20171105071165;NL A;CH;Regular Season
Fr;02.12.2016;19:45;SCL Tigers;Genève-Servette HC; 1:6; 0:2|1:1|0:3;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5531;20171105071166;NL A;CH;Regular Season
Fr;02.12.2016;19:45;ZSC Lions;EHC Kloten; 4:2; 3:0|0:2|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;10284;20171105071167;NL A;CH;Regular Season
Sa;03.12.2016;19:45;HC Ambri-Piotta;SCL Tigers; 2:3; 2:0|0:1|0:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;5231;20171105071169;NL A;CH;Regular Season
Sa;03.12.2016;19:45;EHC Biel-Bienne;ZSC Lions; 5:4; 1:0|1:0|2:4|1:0;OT;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5402;20171105071170;NL A;CH;Regular Season
Sa;03.12.2016;19:45;Genève-Servette HC;HC Davos; 1:7; 1:1|0:5|0:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6517;20171105071171;NL A;CH;Regular Season
Sa;03.12.2016;19:45;EHC Kloten;EV Zug; 2:3; 0:0|2:1|0:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;6072;20171105071172;NL A;CH;Regular Season
Sa;03.12.2016;19:45;Lausanne HC;SC Bern; 0:4; 0:1|0:0|0:3;;Ende;False;P. de Malley, 1008 Lausanne VD;6789;20171105071173;NL A;CH;Regular Season
Sa;03.12.2016;19:45;HC Lugano;Fribourg-Gottéron; 8:1; 4:0|4:0|0:1;;Ende;False;Piste Resega, 6948 Porza Ti;5623;20171105071174;NL A;CH;Regular Season
Di;06.12.2016;19:45;EHC Biel-Bienne;Lausanne HC; 6:3; 1:1|3:1|2:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4914;20171105071176;NL A;CH;Regular Season
Di;06.12.2016;19:45;HC Lugano;Genève-Servette HC; 3:2; 1:1|1:1|0:0|1:0;SO;Ende;False;Piste Resega, 6948 Porza Ti;5275;20171105071179;NL A;CH;Regular Season
Fr;09.12.2016;19:45;HC Davos;HC Lugano; 0:1; 0:0|0:0|0:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5657;20171105071182;NL A;CH;Regular Season
Fr;09.12.2016;19:45;Genève-Servette HC;EHC Biel-Bienne; 6:2; 2:1|2:1|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5815;20171105071183;NL A;CH;Regular Season
Fr;09.12.2016;19:45;SCL Tigers;ZSC Lions; 3:4; 0:1|2:2|1:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5791;20171105071185;NL A;CH;Regular Season
Fr;09.12.2016;19:45;EV Zug;Lausanne HC; 5:1; 2:0|0:1|3:0;;Ende;False;BOSSARD Arena, 6303 Zug;6327;20171105071186;NL A;CH;Regular Season
Sa;10.12.2016;19:45;SC Bern;SCL Tigers; 4:2; 1:1|1:1|2:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20171105071187;NL A;CH;Regular Season
Sa;10.12.2016;19:45;EHC Biel-Bienne;EHC Kloten; 4:2; 2:1|1:1|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5329;20171105071188;NL A;CH;Regular Season
Sa;10.12.2016;19:45;Fribourg-Gottéron;EV Zug; 2:5; 0:2|1:1|1:2;;Ende;False;BCF Arena, 1700 Fribourg FR;5693;20171105071189;NL A;CH;Regular Season
Sa;10.12.2016;20:30;HC Lugano;HC Ambri-Piotta; 6:2; 2:0|1:1|3:1;;Ende;False;Piste Resega, 6948 Porza Ti;7488;20171105071191;NL A;CH;Regular Season
So;11.12.2016;15:45;HC Ambri-Piotta;Fribourg-Gottéron; 6:3; 2:2|1:1|3:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;5017;20171105071181;NL A;CH;Regular Season
So;11.12.2016;15:45;EHC Kloten;SC Bern; 1:4; 0:2|0:2|1:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;6347;20171105071184;NL A;CH;Regular Season
So;11.12.2016;15:45;ZSC Lions;HC Davos; 3:1; 2:0|0:1|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;11200;20171105071192;NL A;CH;Regular Season
Di;20.12.2016;19:45;EHC Biel-Bienne;HC Lugano; 6:2; 2:0|3:1|1:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5302;20171105071193;NL A;CH;Regular Season
Di;20.12.2016;19:45;Genève-Servette HC;EV Zug; 1:2; 1:0|0:0|0:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;6229;20171105071195;NL A;CH;Regular Season
Di;20.12.2016;19:45;EHC Kloten;Fribourg-Gottéron; 0:4; 0:2|0:0|0:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;5064;20171105071196;NL A;CH;Regular Season
Di;20.12.2016;19:45;SCL Tigers;Lausanne HC; 3:5; 1:1|1:2|1:2;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5512;20171105071197;NL A;CH;Regular Season
Di;20.12.2016;19:45;ZSC Lions;SC Bern; 1:6; 0:2|0:1|1:3;;Ende;False;Hallenstadion, 8050 Zürich ZH;9885;20171105071198;NL A;CH;Regular Season
Do;22.12.2016;19:45;HC Ambri-Piotta;EHC Kloten; 4:2; 1:0|1:1|2:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;5254;20171105071199;NL A;CH;Regular Season
Do;22.12.2016;19:45;HC Davos;EHC Biel-Bienne; 6:2; 2:2|2:0|2:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3814;20171105071200;NL A;CH;Regular Season
Do;22.12.2016;19:45;Fribourg-Gottéron;ZSC Lions; 1:4; 0:2|0:1|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5319;20171105071201;NL A;CH;Regular Season
Do;22.12.2016;19:45;Genève-Servette HC;SC Bern; 3:5; 1:2|0:3|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5927;20171105071202;NL A;CH;Regular Season
Do;22.12.2016;19:45;HC Lugano;Lausanne HC; 3:4; 1:0|2:2|0:2;;Ende;False;Piste Resega, 6948 Porza Ti;6069;20171105071203;NL A;CH;Regular Season
Do;22.12.2016;19:45;EV Zug;SCL Tigers; 3:0; 0:0|0:0|3:0;;Ende;False;BOSSARD Arena, 6303 Zug;6688;20171105071204;NL A;CH;Regular Season
Fr;23.12.2016;19:45;SC Bern;Fribourg-Gottéron; 4:3; 1:1|1:1|2:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20171105071205;NL A;CH;Regular Season
Fr;23.12.2016;19:45;EHC Kloten;Genève-Servette HC; 1:2; 0:0|1:1|0:0|0:1;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;4747;20171105071207;NL A;CH;Regular Season
Fr;23.12.2016;19:45;Lausanne HC;HC Ambri-Piotta; 5:1; 2:0|3:1|0:0;;Ende;False;P. de Malley, 1008 Lausanne VD;6497;20171105071208;NL A;CH;Regular Season
Fr;23.12.2016;19:45;SCL Tigers;HC Davos; 2:1; 1:1|0:0|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071209;NL A;CH;Regular Season
Fr;23.12.2016;19:45;ZSC Lions;HC Lugano; 4:2; 1:1|0:0|3:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;10392;20171105071210;NL A;CH;Regular Season
Mo;02.01.2017;15:45;SC Bern;ZSC Lions; 1:2; 0:1|0:0|1:0|0:1;SO;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20171105071212;NL A;CH;Regular Season
Mo;02.01.2017;15:45;Lausanne HC;SCL Tigers; 3:2; 2:0|0:2|1:0;;Ende;False;P. de Malley, 1008 Lausanne VD;7123;20171105071214;NL A;CH;Regular Season
Mo;02.01.2017;15:45;EV Zug;Genève-Servette HC; 3:2; 1:1|1:1|0:0|1:0;OT;Ende;False;BOSSARD Arena, 6303 Zug;7015;20171105071216;NL A;CH;Regular Season
Mo;02.01.2017;19:45;HC Ambri-Piotta;HC Davos; 4:2; 1:1|2:1|1:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;6147;20171105071211;NL A;CH;Regular Season
Mo;02.01.2017;19:45;Fribourg-Gottéron;EHC Kloten; 4:2; 1:0|3:2|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;5766;20171105071213;NL A;CH;Regular Season
Mo;02.01.2017;19:45;HC Lugano;EHC Biel-Bienne; 3:2; 1:1|0:1|2:0;;Ende;False;Piste Resega, 6948 Porza Ti;5652;20171105071215;NL A;CH;Regular Season
Fr;06.01.2017;19:45;Fribourg-Gottéron;EHC Biel-Bienne; 4:2; 1:1|1:0|2:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5653;20171105071224;NL A;CH;Regular Season
Sa;07.01.2017;19:45;HC Ambri-Piotta;EV Zug; 2:3; 1:2|0:1|1:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;6038;20171105071217;NL A;CH;Regular Season
Sa;07.01.2017;19:45;EHC Biel-Bienne;Fribourg-Gottéron; 4:2; 1:1|1:0|2:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6366;20171105071218;NL A;CH;Regular Season
Sa;07.01.2017;19:45;HC Davos;HC Lugano; 5:3; 3:1|2:0|0:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5419;20171105071219;NL A;CH;Regular Season
Sa;07.01.2017;19:45;Genève-Servette HC;Lausanne HC; 1:2; 1:1|0:0|0:0|0:1;SO;Ende;False;Les Vernets, 1227 Les Acacias GE;6746;20171105071220;NL A;CH;Regular Season
Sa;07.01.2017;19:45;EHC Kloten;ZSC Lions; 3:1; 0:0|1:1|2:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;6330;20171105071221;NL A;CH;Regular Season
Sa;07.01.2017;19:45;SCL Tigers;SC Bern; 4:1; 1:1|2:0|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071222;NL A;CH;Regular Season
So;08.01.2017;15:45;SC Bern;EHC Kloten; 4:3; 1:0|0:1|2:2|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;16282;20171105071223;NL A;CH;Regular Season
So;08.01.2017;15:45;Lausanne HC;Genève-Servette HC; 4:2; 1:1|1:1|2:0;;Ende;False;P. de Malley, 1008 Lausanne VD;7600;20171105071225;NL A;CH;Regular Season
So;08.01.2017;15:45;HC Lugano;HC Davos; 4:3; 1:3|0:0|2:0|1:0;OT;Ende;False;Piste Resega, 6948 Porza Ti;6078;20171105071226;NL A;CH;Regular Season
So;08.01.2017;15:45;ZSC Lions;SCL Tigers; 2:1; 0:1|0:0|2:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;9880;20171105071227;NL A;CH;Regular Season
So;08.01.2017;15:45;EV Zug;HC Ambri-Piotta; 3:4; 1:3|1:0|1:0|0:1;SO;Ende;False;BOSSARD Arena, 6303 Zug;6327;20171105071228;NL A;CH;Regular Season
Di;10.01.2017;19:45;Genève-Servette HC;SCL Tigers; 3:1; 1:0|0:1|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5376;20171105071255;NL A;CH;Regular Season
Fr;13.01.2017;19:45;EHC Biel-Bienne;HC Ambri-Piotta; 3:2; 2:1|1:0|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5626;20171105071229;NL A;CH;Regular Season
Fr;13.01.2017;19:45;HC Davos;SC Bern; 5:1; 2:0|1:0|2:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4964;20171105071230;NL A;CH;Regular Season
Fr;13.01.2017;19:45;Genève-Servette HC;Fribourg-Gottéron; 4:2; 2:1|1:1|1:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6408;20171105071231;NL A;CH;Regular Season
Fr;13.01.2017;19:45;EHC Kloten;Lausanne HC; 4:6; 2:2|0:3|2:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;4314;20171105071232;NL A;CH;Regular Season
Fr;13.01.2017;19:45;HC Lugano;SCL Tigers; 4:3; 2:2|2:1|0:0;;Ende;False;Piste Resega, 6948 Porza Ti;5529;20171105071233;NL A;CH;Regular Season
Fr;13.01.2017;19:45;ZSC Lions;EV Zug; 7:1; 2:0|2:1|3:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;9176;20171105071234;NL A;CH;Regular Season
Sa;14.01.2017;19:45;HC Ambri-Piotta;Genève-Servette HC; 2:3; 1:1|0:1|1:0|0:1;OT;Ende;False;Stadio Valascia, 6775 Ambri TI;4854;20171105071235;NL A;CH;Regular Season
Sa;14.01.2017;19:45;SC Bern;EHC Biel-Bienne; 1:0; 0:0|0:0|1:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16995;20171105071236;NL A;CH;Regular Season
Sa;14.01.2017;19:45;Fribourg-Gottéron;HC Davos; 3:5; 3:1|0:1|0:3;;Ende;False;BCF Arena, 1700 Fribourg FR;6068;20171105071237;NL A;CH;Regular Season
Sa;14.01.2017;19:45;Lausanne HC;ZSC Lions; 6:2; 1:1|2:0|3:1;;Ende;False;P. de Malley, 1008 Lausanne VD;6543;20171105071238;NL A;CH;Regular Season
Sa;14.01.2017;19:45;SCL Tigers;EHC Kloten; 4:1; 0:1|2:0|2:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071239;NL A;CH;Regular Season
Sa;14.01.2017;19:45;EV Zug;HC Lugano; 4:0; 2:0|2:0|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6457;20171105071240;NL A;CH;Regular Season
Di;17.01.2017;19:45;EHC Kloten;SC Bern; 2:3; 0:1|1:0|1:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;4464;20171105071070;NL A;CH;Regular Season
Di;17.01.2017;19:45;Genève-Servette HC;HC Lugano; 2:3; 2:1|0:0|0:1|0:1;SO;Ende;False;Les Vernets, 1227 Les Acacias GE;5805;20171105071248;NL A;CH;Regular Season
Di;17.01.2017;19:45;Lausanne HC;EHC Biel-Bienne; 4:3; 1:0|0:2|3:1;;Ende;False;P. de Malley, 1008 Lausanne VD;6006;20171105071250;NL A;CH;Regular Season
Fr;20.01.2017;19:45;SC Bern;HC Ambri-Piotta; 8:1; 1:1|4:0|3:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16512;20171105071241;NL A;CH;Regular Season
Fr;20.01.2017;19:45;EHC Biel-Bienne;SCL Tigers; 2:1; 0:0|1:0|0:1|1:0;SO;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5785;20171105071242;NL A;CH;Regular Season
Fr;20.01.2017;19:45;Fribourg-Gottéron;Lausanne HC; 2:1; 1:0|0:1|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;5929;20171105071244;NL A;CH;Regular Season
Fr;20.01.2017;19:45;HC Lugano;EHC Kloten; 2:3; 1:0|0:2|1:1;;Ende;False;Piste Resega, 6948 Porza Ti;5604;20171105071245;NL A;CH;Regular Season
Fr;20.01.2017;19:45;ZSC Lions;Genève-Servette HC; 5:1; 2:0|2:1|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;9242;20171105071246;NL A;CH;Regular Season
Sa;21.01.2017;19:45;HC Ambri-Piotta;ZSC Lions; 2:5; 0:1|0:3|2:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;4447;20171105071247;NL A;CH;Regular Season
Sa;21.01.2017;19:45;EHC Kloten;HC Davos; 0:2; 0:0|0:0|0:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;6676;20171105071249;NL A;CH;Regular Season
Sa;21.01.2017;19:45;SCL Tigers;Fribourg-Gottéron; 4:2; 2:1|0:0|2:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071251;NL A;CH;Regular Season
Sa;21.01.2017;19:45;EV Zug;SC Bern; 6:0; 2:0|2:0|2:0;;Ende;False;BOSSARD Arena, 6303 Zug;7015;20171105071252;NL A;CH;Regular Season
So;22.01.2017;15:45;HC Davos;EV Zug; 3:2; 0:1|1:0|1:1|1:0;OT;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5139;20171105071243;NL A;CH;Regular Season
Di;24.01.2017;19:45;Fribourg-Gottéron;Genève-Servette HC; 2:5; 2:2|0:2|0:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5432;20171105071105;NL A;CH;Regular Season
Di;24.01.2017;19:45;EV Zug;Lausanne HC; 3:2; 0:1|1:0|2:1;;Ende;False;BOSSARD Arena, 6303 Zug;6207;20171105071114;NL A;CH;Regular Season
Fr;27.01.2017;19:45;EHC Biel-Bienne;Fribourg-Gottéron; 5:2; 0:0|1:1|4:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5634;20171105071254;NL A;CH;Regular Season
Fr;27.01.2017;19:45;Lausanne HC;HC Davos; 2:5; 1:0|1:2|0:3;;Ende;False;P. de Malley, 1008 Lausanne VD;6889;20171105071257;NL A;CH;Regular Season
Fr;27.01.2017;20:00;HC Ambri-Piotta;EV Zug; 1:2; 0:1|0:0|1:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;3627;20171105071253;NL A;CH;Regular Season
Fr;27.01.2017;21:00;HC Lugano;SC Bern; 1:2; 0:0|0:1|1:0|0:1;SO;Ende;False;Piste Resega, 6948 Porza Ti;5711;20171105071258;NL A;CH;Regular Season
Sa;28.01.2017;19:45;SC Bern;Lausanne HC; 6:3; 2:1|2:1|2:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;16674;20171105071259;NL A;CH;Regular Season
Sa;28.01.2017;19:45;HC Davos;Genève-Servette HC; 0:3; 0:0|0:1|0:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5203;20171105071260;NL A;CH;Regular Season
Sa;28.01.2017;19:45;Fribourg-Gottéron;HC Lugano; 2:5; 1:2|0:2|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5875;20171105071261;NL A;CH;Regular Season
Sa;28.01.2017;19:45;SCL Tigers;HC Ambri-Piotta; 2:1; 2:1|0:0|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20171105071262;NL A;CH;Regular Season
Sa;28.01.2017;19:45;EV Zug;EHC Kloten; 5:4; 2:2|2:2|0:0|1:0;OT;Ende;False;BOSSARD Arena, 6303 Zug;6427;20171105071264;NL A;CH;Regular Season
So;29.01.2017;15:45;EHC Kloten;ZSC Lions; 1:5; 0:2|1:1|0:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;6407;20171105071256;NL A;CH;Regular Season
Do;02.02.2017;19:45;Lausanne HC;EHC Biel-Bienne; 1:4; 1:1|0:2|0:1;;Ende;False;P. de Malley, 1008 Lausanne VD;6007;20171105071273;NL A;CH;Regular Season
Sa;04.02.2017;19:45;SC Bern;ZSC Lions; 1:2; 0:0|0:0|1:1|0:1;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;16758;20171105071266;NL A;CH;Regular Season
Sa;04.02.2017;19:45;EHC Biel-Bienne;Genève-Servette HC; 1:3; 0:0|0:2|1:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5646;20171105071267;NL A;CH;Regular Season
Sa;04.02.2017;19:45;Fribourg-Gottéron;Lausanne HC; 1:3; 0:0|0:0|1:3;;Ende;False;BCF Arena, 1700 Fribourg FR;6028;20171105071268;NL A;CH;Regular Season
Sa;04.02.2017;19:45;EHC Kloten;SCL Tigers; 2:3; 1:0|0:2|1:0|0:1;OT;Ende;False;SWISS Arena, 8302 Kloten ZH;5185;20171105071269;NL A;CH;Regular Season
Sa;04.02.2017;19:45;EV Zug;HC Davos; 3:5; 0:2|1:1|2:2;;Ende;False;BOSSARD Arena, 6303 Zug;7015;20171105071270;NL A;CH;Regular Season
Sa;04.02.2017;20:30;HC Ambri-Piotta;HC Lugano; 4:1; 1:0|1:1|2:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;6125;20171105071265;NL A;CH;Regular Season
So;05.02.2017;15:45;HC Davos;HC Ambri-Piotta; 3:2; 1:0|2:2|0:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5694;20171105071271;NL A;CH;Regular Season
So;05.02.2017;15:45;Genève-Servette HC;Fribourg-Gottéron; 6:3; 2:0|1:0|3:3;;Ende;False;Les Vernets, 1227 Les Acacias GE;7022;20171105071272;NL A;CH;Regular Season
So;05.02.2017;15:45;HC Lugano;EV Zug; 5:3; 2:0|2:1|1:2;;Ende;False;Piste Resega, 6948 Porza Ti;6549;20171105071274;NL A;CH;Regular Season
So;05.02.2017;15:45;SCL Tigers;EHC Kloten; 4:3; 2:0|0:2|1:1|1:0;SO;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5900;20171105071275;NL A;CH;Regular Season
Di;14.02.2017;19:45;HC Davos;EHC Kloten; 3:4; 0:2|0:0|3:1|0:1;SO;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5329;20171105071177;NL A;CH;Regular Season
Di;14.02.2017;19:45;Fribourg-Gottéron;SCL Tigers; 5:3; 0:1|2:2|3:0;;Ende;False;BCF Arena, 1700 Fribourg FR;5644;20171105071178;NL A;CH;Regular Season
Di;14.02.2017;19:45;Lausanne HC;Genève-Servette HC; 2:5; 1:3|1:0|0:2;;Ende;False;P. de Malley, 1008 Lausanne VD;6345;20171105071190;NL A;CH;Regular Season
Di;14.02.2017;19:45;EHC Biel-Bienne;EV Zug; 3:0; 0:0|1:0|2:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4876;20171105071206;NL A;CH;Regular Season
Di;14.02.2017;19:45;ZSC Lions;SC Bern; 2:3; 1:0|0:3|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;9689;20171105071276;NL A;CH;Regular Season
Fr;17.02.2017;19:45;SC Bern;EHC Kloten; 3:2; 1:0|1:0|1:2;;Ende;False;PostFinance-Arena, 3014 Bern BE;16376;20171105071277;NL A;CH;Regular Season
Fr;17.02.2017;19:45;EHC Biel-Bienne;Genève-Servette HC; 6:3; 2:1|1:2|3:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5320;20171105071278;NL A;CH;Regular Season
