Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;TV/Online;Id;Liga;Region;Phase
Mo;29.10.2018;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 5:2; 1:1|2:1|2:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;8945;MYSPORTS;20191105000084;NL;CH;Regular Season
Di;30.10.2018;19:45;EHC Biel-Bienne;HC Ambri-Piotta; 6:0; 3:0|2:0|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5702;MYSPORTS;20191105000085;NL;CH;Regular Season
Di;30.10.2018;19:45;Genève-Servette HC;Lausanne HC; 4:6; 1:0|1:5|2:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6099;MYSPORTS,MYSPORTSONE;20191105000086;NL;CH;Regular Season
Di;30.10.2018;19:45;SC Rapperswil-Jona Lakers;HC Davos; 1:2; 0:0|0:0|1:1|0:1;SO;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4735;MYSPORTS,MYSPORTSONE;20191105000087;NL;CH;Regular Season
Di;30.10.2018;19:45;HC Lugano;SC Bern; 4:2; 1:2|3:0|0:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;6079;MYSPORTS;20191105000088;NL;CH;Regular Season
Di;30.10.2018;19:45;SCL Tigers;ZSC Lions; 4:1; 1:0|2:0|1:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5289;MYSPORTS;20191105000089;NL;CH;Regular Season
Di;30.10.2018;19:45;EV Zug;Fribourg-Gottéron; 1:4; 1:2|0:0|0:2;;Ende;False;BOSSARD Arena, 6303 Zug;6712;MYSPORTS;20191105000090;NL;CH;Regular Season
Fr;02.11.2018;19:45;HC Ambri-Piotta;SCL Tigers; 2:4; 0:0|2:1|0:3;;Ende;False;Stadio Valascia, 6775 Ambri TI;5494;MYSPORTS;20191105000091;NL;CH;Regular Season
Fr;02.11.2018;19:45;SC Bern;SC Rapperswil-Jona Lakers; 3:1; 2:0|0:1|1:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;15524;MYSPORTS;20191105000092;NL;CH;Regular Season
Fr;02.11.2018;19:45;HC Davos;EV Zug; 1:8; 1:3|0:3|0:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3847;MYSPORTS,MYSPORTSONE;20191105000093;NL;CH;Regular Season
Fr;02.11.2018;19:45;Lausanne HC;HC Lugano; 2:1; 2:1|0:0|0:0;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6446;MYSPORTS,MYSPORTSONE;20191105000095;NL;CH;Regular Season
Sa;03.11.2018;19:45;EHC Biel-Bienne;SC Bern; 2:3; 1:0|0:1|1:1|0:1;OT;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6521;MYSPORTS;20191105000097;NL;CH;Regular Season
Sa;03.11.2018;19:45;Genève-Servette HC;HC Ambri-Piotta; 6:4; 1:2|1:1|4:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6096;MYSPORTS;20191105000098;NL;CH;Regular Season
Sa;03.11.2018;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 1:4; 0:0|1:3|0:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3901;MYSPORTS,MYSPORTSONE;20191105000099;NL;CH;Regular Season
Sa;03.11.2018;19:45;HC Lugano;ZSC Lions; 5:3; 2:1|2:1|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;6502;MYSPORTS,MYSPORTSONE;20191105000100;NL;CH;Regular Season
Sa;03.11.2018;19:45;SCL Tigers;HC Davos; 1:4; 0:1|0:2|1:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;MYSPORTS;20191105000101;NL;CH;Regular Season
Sa;03.11.2018;19:45;EV Zug;Lausanne HC; 1:4; 0:0|0:2|1:2;;Ende;False;BOSSARD Arena, 6303 Zug;7151;MYSPORTS;20191105000102;NL;CH;Regular Season
Di;13.11.2018;19:45;HC Ambri-Piotta;HC Lugano; 2:1; 1:1|0:0|0:0|1:0;SO;Ende;False;Stadio Valascia, 6775 Ambri TI;6118;MYSPORTS;20191105000103;NL;CH;Regular Season
Di;13.11.2018;19:45;SC Bern;Genève-Servette HC; 7:0; 3:0|3:0|1:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;15890;MYSPORTS;20191105000104;NL;CH;Regular Season
Di;13.11.2018;19:45;EHC Biel-Bienne;SCL Tigers; 3:2; 1:1|0:0|1:1|1:0;SO;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6302;MYSPORTS,MYSPORTSONE;20191105000105;NL;CH;Regular Season
Di;13.11.2018;19:45;Fribourg-Gottéron;HC Davos; 6:1; 4:0|1:0|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5494;MYSPORTS;20191105000106;NL;CH;Regular Season
Di;13.11.2018;19:45;Lausanne HC;SC Rapperswil-Jona Lakers; 6:1; 2:0|2:0|2:1;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6226;MYSPORTS;20191105000107;NL;CH;Regular Season
Di;13.11.2018;19:45;ZSC Lions;EV Zug; 3:2; 0:2|1:0|1:0|1:0;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;9394;MYSPORTS;20191105000108;NL;CH;Regular Season
Do;15.11.2018;19:45;HC Lugano;Genève-Servette HC; 5:2; 2:1|1:0|2:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;6334;MYSPORTS;20191105000119;NL;CH;Regular Season
Fr;16.11.2018;19:45;SC Bern;HC Ambri-Piotta; 2:3; 1:1|1:1|0:0|0:1;SO;Ende;False;PostFinance-Arena, 3014 Bern BE;16132;MYSPORTS;20191105000109;NL;CH;Regular Season
Fr;16.11.2018;19:45;HC Davos;Lausanne HC; 0:1; 0:0|0:1|0:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3201;MYSPORTS;20191105000110;NL;CH;Regular Season
Fr;16.11.2018;19:45;SC Rapperswil-Jona Lakers;EHC Biel-Bienne; 5:4; 2:1|1:2|1:1|1:0;OT;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3624;MYSPORTS;20191105000112;NL;CH;Regular Season
Fr;16.11.2018;19:45;SCL Tigers;HC Lugano; 3:2; 0:2|2:0|0:0|1:0;SO;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5813;MYSPORTS;20191105000113;NL;CH;Regular Season
Fr;16.11.2018;19:50;Genève-Servette HC;EV Zug; 0:4; 0:1|0:0|0:3;;Ende;False;Les Vernets, 1227 Les Acacias GE;5523;MYSPORTS,MYSPORTSONE;20191105000111;NL;CH;Regular Season
Sa;17.11.2018;19:45;HC Ambri-Piotta;ZSC Lions; 2:5; 0:1|1:4|1:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;5603;MYSPORTS;20191105000115;NL;CH;Regular Season
Sa;17.11.2018;19:45;EHC Biel-Bienne;HC Davos; 2:7; 2:1|0:2|0:4;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6250;MYSPORTS,MYSPORTSONE;20191105000116;NL;CH;Regular Season
