Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;Id;Liga;Region;Phase
Fr;24.11.2017;20:00;EHC Biel-Bienne;EHC Kloten; 0:3; 0:1|0:1|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4821;20181105000139;NL;CH;Regular Season
Sa;25.11.2017;19:45;HC Ambri-Piotta;HC Lugano; 1:4; 0:1|0:1|1:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;6500;20181105000145;NL;CH;Regular Season
Sa;25.11.2017;19:45;SC Bern;Lausanne HC; 6:3; 2:3|2:0|2:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16012;20181105000146;NL;CH;Regular Season
Sa;25.11.2017;19:45;Genève-Servette HC;Fribourg-Gottéron; 1:4; 1:2|0:1|0:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6540;20181105000147;NL;CH;Regular Season
Sa;25.11.2017;19:45;EHC Kloten;ZSC Lions; 1:4; 0:3|1:0|0:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;5719;20181105000148;NL;CH;Regular Season
Sa;25.11.2017;19:45;SCL Tigers;EHC Biel-Bienne; 1:2; 0:1|0:0|1:0|0:1;SO;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5969;20181105000149;NL;CH;Regular Season
Sa;25.11.2017;19:45;EV Zug;HC Davos; 3:4; 2:2|1:1|0:1;;Ende;False;BOSSARD Arena, 6303 Zug;7200;20181105000150;NL;CH;Regular Season
Mo;27.11.2017;19:45;ZSC Lions;Genève-Servette HC; 3:2; 1:0|0:1|1:1|1:0;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;8213;20181105000113;NL;CH;Regular Season
Di;28.11.2017;19:45;HC Ambri-Piotta;Genève-Servette HC; 2:3; 1:0|0:0|1:2|0:1;SO;Ende;False;Stadio Valascia, 6775 Ambri TI;3783;20181105000151;NL;CH;Regular Season
Di;28.11.2017;19:45;SC Bern;SCL Tigers; 3:5; 2:0|1:2|0:3;;Ende;False;PostFinance-Arena, 3014 Bern BE;16003;20181105000152;NL;CH;Regular Season
Di;28.11.2017;19:45;HC Davos;HC Lugano; 4:5; 3:3|0:0|1:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4285;20181105000153;NL;CH;Regular Season
Di;28.11.2017;19:45;Fribourg-Gottéron;Lausanne HC; 0:4; 0:1|0:3|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;5707;20181105000154;NL;CH;Regular Season
Di;28.11.2017;19:45;EHC Kloten;EHC Biel-Bienne; 2:3; 0:2|1:0|1:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;4837;20181105000155;NL;CH;Regular Season
Di;28.11.2017;19:45;EV Zug;ZSC Lions; 4:3; 0:1|2:2|1:0|1:0;SO;Ende;False;BOSSARD Arena, 6303 Zug;6850;20181105000156;NL;CH;Regular Season
Do;30.11.2017;19:45;Genève-Servette HC;HC Lugano; 0:4; 0:3|0:1|0:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5349;20181105000165;NL;CH;Regular Season
Fr;01.12.2017;19:45;EHC Biel-Bienne;EV Zug; 2:1; 0:0|2:0|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4793;20181105000157;NL;CH;Regular Season
Fr;01.12.2017;19:45;Fribourg-Gottéron;EHC Kloten; 5:4; 1:2|1:1|2:1|1:0;SO;Ende;False;BCF Arena, 1700 Fribourg FR;6280;20181105000159;NL;CH;Regular Season
Fr;01.12.2017;19:45;Lausanne HC;HC Ambri-Piotta; 6:4; 3:1|0:2|3:1;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6060;20181105000160;NL;CH;Regular Season
Sa;02.12.2017;19:45;HC Ambri-Piotta;ZSC Lions; 4:0; 0:0|2:0|2:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4237;20181105000163;NL;CH;Regular Season
Sa;02.12.2017;19:45;EHC Kloten;HC Davos; 4:5; 1:1|1:2|2:1|0:1;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;5664;20181105000166;NL;CH;Regular Season
Sa;02.12.2017;19:45;SCL Tigers;Lausanne HC; 4:1; 1:1|1:0|2:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5848;20181105000167;NL;CH;Regular Season
Sa;02.12.2017;19:55;SC Bern;EHC Biel-Bienne; 4:5; 2:0|1:3|1:1|0:1;SO;Ende;False;PostFinance-Arena, 3014 Bern BE;16294;20181105000164;NL;CH;Regular Season
So;03.12.2017;15:45;HC Davos;Genève-Servette HC; 1:4; 0:1|0:2|1:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4276;20181105000158;NL;CH;Regular Season
So;03.12.2017;15:45;HC Lugano;SCL Tigers; 4:2; 1:0|2:2|1:0;;Ende;False;Piste Resega, 6948 Porza Ti;5685;20181105000161;NL;CH;Regular Season
So;03.12.2017;15:45;ZSC Lions;SC Bern; 3:2; 0:1|1:1|1:0|1:0;SO;Ende;False;Hallenstadion, 8050 Zürich ZH;10519;20181105000162;NL;CH;Regular Season
Di;05.12.2017;19:45;Lausanne HC;EHC Kloten; 4:0; 2:0|2:0|0:0;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;5898;20181105000111;NL;CH;Regular Season
Do;07.12.2017;19:45;Genève-Servette HC;Fribourg-Gottéron; 1:0; 0:0|1:0|0:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5650;20181105000176;NL;CH;Regular Season
Fr;08.12.2017;19:45;HC Ambri-Piotta;EV Zug; 1:3; 0:0|1:1|0:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;4723;20181105000169;NL;CH;Regular Season
Fr;08.12.2017;19:45;SC Bern;Genève-Servette HC; 3:4; 2:1|1:0|0:2|0:1;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;15225;20181105000170;NL;CH;Regular Season
Fr;08.12.2017;19:45;EHC Biel-Bienne;ZSC Lions; 5:2; 2:1|1:1|2:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4759;20181105000171;NL;CH;Regular Season
Fr;08.12.2017;19:45;Fribourg-Gottéron;HC Davos; 3:4; 2:2|1:0|0:2;;Ende;False;BCF Arena, 1700 Fribourg FR;6079;20181105000172;NL;CH;Regular Season
Fr;08.12.2017;19:45;HC Lugano;Lausanne HC; 3:5; 1:2|2:1|0:2;;Ende;False;Piste Resega, 6948 Porza Ti;5478;20181105000174;NL;CH;Regular Season
Sa;09.12.2017;19:45;HC Davos;EHC Biel-Bienne; 3:2; 0:1|1:0|2:1;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5250;20181105000175;NL;CH;Regular Season
Sa;09.12.2017;19:45;Lausanne HC;SC Bern; 2:3; 1:0|1:1|0:1|0:1;OT;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6543;20181105000177;NL;CH;Regular Season
Sa;09.12.2017;19:45;SCL Tigers;HC Ambri-Piotta; 9:4; 2:1|4:3|3:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20181105000178;NL;CH;Regular Season
Sa;09.12.2017;19:45;ZSC Lions;EHC Kloten; 1:5; 0:1|1:2|0:2;;Ende;False;Hallenstadion, 8050 Zürich ZH;9423;20181105000179;NL;CH;Regular Season
Sa;09.12.2017;19:45;EV Zug;HC Lugano; 3:4; 0:2|3:0|0:1|0:1;SO;Ende;False;BOSSARD Arena, 6303 Zug;7057;20181105000180;NL;CH;Regular Season
So;10.12.2017;16:00;EHC Kloten;SCL Tigers; 1:4; 0:0|1:4|0:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;6087;20181105000173;NL;CH;Regular Season
Di;12.12.2017;19:45;HC Lugano;Genève-Servette HC; 3:4; 1:2|2:0|0:1|0:1;OT;Ende;False;Piste Resega, 6948 Porza Ti;5225;20181105000131;NL;CH;Regular Season
Di;12.12.2017;19:45;EHC Biel-Bienne;Lausanne HC; 4:1; 1:0|2:1|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4737;20181105000199;NL;CH;Regular Season
Do;14.12.2017;19:45;Genève-Servette HC;EV Zug; 3:4; 1:1|2:0|0:2|0:1;SO;Ende;False;Les Vernets, 1227 Les Acacias GE;5467;20181105000189;NL;CH;Regular Season
Fr;15.12.2017;19:45;SC Bern;HC Lugano; 2:1; 1:0|1:0|0:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;16333;20181105000181;NL;CH;Regular Season
Fr;15.12.2017;19:45;Fribourg-Gottéron;SCL Tigers; 1:3; 0:0|1:1|0:2;;Ende;False;BCF Arena, 1700 Fribourg FR;5735;20181105000183;NL;CH;Regular Season
Fr;15.12.2017;19:45;Lausanne HC;Genève-Servette HC; 3:5; 0:1|2:1|1:3;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6556;20181105000184;NL;CH;Regular Season
Fr;15.12.2017;19:45;ZSC Lions;HC Davos; 3:2; 1:1|2:0|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;9565;20181105000185;NL;CH;Regular Season
Fr;15.12.2017;19:45;EV Zug;EHC Kloten; 5:4; 0:2|3:0|1:2|1:0;SO;Ende;False;BOSSARD Arena, 6303 Zug;6926;20181105000186;NL;CH;Regular Season
Sa;16.12.2017;19:45;HC Ambri-Piotta;SC Bern; 3:4; 1:1|1:2|1:0|0:1;OT;Ende;False;Stadio Valascia, 6775 Ambri TI;4806;20181105000187;NL;CH;Regular Season
Sa;16.12.2017;19:45;HC Davos;Lausanne HC; 2:5; 1:3|0:2|1:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4652;20181105000188;NL;CH;Regular Season
Sa;16.12.2017;19:45;EHC Kloten;EHC Biel-Bienne; 3:2; 2:0|0:2|0:0|1:0;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;5308;20181105000190;NL;CH;Regular Season
Sa;16.12.2017;19:45;HC Lugano;Fribourg-Gottéron; 8:2; 2:2|4:0|2:0;;Ende;False;Piste Resega, 6948 Porza Ti;5636;20181105000191;NL;CH;Regular Season
Sa;16.12.2017;19:45;SCL Tigers;ZSC Lions; 2:1; 0:1|2:0|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5906;20181105000192;NL;CH;Regular Season
So;17.12.2017;15:45;EHC Biel-Bienne;HC Ambri-Piotta; 5:1; 3:1|2:0|0:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5836;20181105000182;NL;CH;Regular Season
Di;19.12.2017;19:45;SC Bern;EHC Kloten; 2:0; 0:0|1:0|1:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;15876;20181105000193;NL;CH;Regular Season
Di;19.12.2017;19:45;Genève-Servette HC;HC Ambri-Piotta; 4:2; 1:0|2:0|1:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;6006;20181105000194;NL;CH;Regular Season
Di;19.12.2017;19:45;Lausanne HC;Fribourg-Gottéron; 1:5; 0:2|0:2|1:1;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6333;20181105000195;NL;CH;Regular Season
Di;19.12.2017;19:45;HC Lugano;HC Davos; 3:4; 1:1|0:3|2:0;;Ende;False;Piste Resega, 6948 Porza Ti;5379;20181105000196;NL;CH;Regular Season
Di;19.12.2017;19:45;SCL Tigers;EHC Biel-Bienne; 1:4; 0:3|0:0|1:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5840;20181105000197;NL;CH;Regular Season
Di;19.12.2017;19:45;ZSC Lions;EV Zug; 2:3; 0:1|2:1|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;8089;20181105000198;NL;CH;Regular Season
Do;21.12.2017;19:55;Genève-Servette HC;EHC Kloten; 4:1; 1:1|2:0|1:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6441;20181105000207;NL;CH;Regular Season
Fr;22.12.2017;19:45;HC Davos;SCL Tigers; 1:0; 1:0|0:0|0:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3979;20181105000200;NL;CH;Regular Season
Fr;22.12.2017;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 4:5; 0:0|4:2|0:3;;Ende;False;BCF Arena, 1700 Fribourg FR;6079;20181105000201;NL;CH;Regular Season
Fr;22.12.2017;19:45;EHC Kloten;HC Lugano; 5:1; 2:0|3:0|0:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;6311;20181105000202;NL;CH;Regular Season
Fr;22.12.2017;19:45;ZSC Lions;Genève-Servette HC; 3:4; 1:1|1:2|1:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;9044;20181105000203;NL;CH;Regular Season
Fr;22.12.2017;19:50;EV Zug;SC Bern; 2:5; 2:0|0:4|0:1;;Ende;False;BOSSARD Arena, 6303 Zug;7200;20181105000204;NL;CH;Regular Season
Sa;23.12.2017;19:45;HC Ambri-Piotta;HC Davos; 0:3; 0:1|0:1|0:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;5947;20181105000205;NL;CH;Regular Season
Sa;23.12.2017;19:45;SC Bern;Fribourg-Gottéron; 3:0; 1:0|2:0|0:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20181105000206;NL;CH;Regular Season
Sa;23.12.2017;19:45;Lausanne HC;ZSC Lions; 1:2; 0:0|1:0|0:1|0:1;OT;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6444;20181105000208;NL;CH;Regular Season
Sa;23.12.2017;19:45;HC Lugano;EHC Biel-Bienne; 3:4; 0:1|1:3|2:0;;Ende;False;Piste Resega, 6948 Porza Ti;6059;20181105000209;NL;CH;Regular Season
Sa;23.12.2017;19:45;SCL Tigers;EV Zug; 1:4; 0:1|0:2|1:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20181105000210;NL;CH;Regular Season
Di;02.01.2018;15:45;ZSC Lions;HC Lugano; 6:1; 0:0|4:0|2:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;10328;20181105000215;NL;CH;Regular Season
Di;02.01.2018;15:45;EV Zug;Lausanne HC; 6:3; 2:0|2:2|2:1;;Ende;False;BOSSARD Arena, 6303 Zug;6907;20181105000216;NL;CH;Regular Season
Di;02.01.2018;19:45;EHC Biel-Bienne;Fribourg-Gottéron; 2:0; 2:0|0:0|0:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6521;20181105000211;NL;CH;Regular Season
Di;02.01.2018;19:45;HC Davos;SC Bern; 4:1; 2:1|1:0|1:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;6148;20181105000212;NL;CH;Regular Season
Di;02.01.2018;19:45;Genève-Servette HC;SCL Tigers; 4:2; 2:0|1:1|1:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6422;20181105000213;NL;CH;Regular Season
Di;02.01.2018;19:45;EHC Kloten;HC Ambri-Piotta; 1:2; 0:1|0:0|1:0|0:1;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;5988;20181105000214;NL;CH;Regular Season
Fr;05.01.2018;19:45;EHC Kloten;Lausanne HC; 2:3; 1:1|0:1|1:0|0:1;OT;Ende;False;SWISS Arena, 8302 Kloten ZH;4565;20181105000225;NL;CH;Regular Season
Fr;05.01.2018;19:45;HC Lugano;HC Ambri-Piotta; 4:2; 2:0|1:0|1:2;;Ende;False;Piste Resega, 6948 Porza Ti;7200;20181105000226;NL;CH;Regular Season
Sa;06.01.2018;19:45;HC Ambri-Piotta;HC Lugano; 2:4; 0:1|0:0|2:3;;Ende;False;Stadio Valascia, 6775 Ambri TI;6500;20181105000217;NL;CH;Regular Season
Sa;06.01.2018;19:45;SC Bern;SCL Tigers; 3:2; 1:1|1:0|0:1|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20181105000218;NL;CH;Regular Season
Sa;06.01.2018;19:45;EHC Biel-Bienne;Genève-Servette HC; 7:3; 2:1|3:1|2:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5464;20181105000219;NL;CH;Regular Season
Sa;06.01.2018;19:45;Fribourg-Gottéron;ZSC Lions; 2:0; 0:0|1:0|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6262;20181105000220;NL;CH;Regular Season
Sa;06.01.2018;19:45;Lausanne HC;EHC Kloten; 9:3; 3:1|3:1|3:1;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6336;20181105000221;NL;CH;Regular Season
Sa;06.01.2018;19:45;EV Zug;HC Davos; 5:1; 0:0|3:0|2:1;;Ende;False;BOSSARD Arena, 6303 Zug;7200;20181105000222;NL;CH;Regular Season
So;07.01.2018;15:45;HC Davos;EV Zug; 1:2; 0:0|1:1|0:0|0:1;SO;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5013;20181105000223;NL;CH;Regular Season
So;07.01.2018;15:45;SCL Tigers;SC Bern; 1:5; 0:3|0:0|1:2;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20181105000227;NL;CH;Regular Season
So;07.01.2018;15:45;ZSC Lions;Fribourg-Gottéron; 3:4; 1:1|1:0|1:2|0:1;SO;Ende;False;Hallenstadion, 8050 Zürich ZH;10092;20181105000228;NL;CH;Regular Season
Di;09.01.2018;19:45;EV Zug;HC Lugano; 2:0; 1:0|1:0|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6526;20181105000102;NL;CH;Regular Season
Di;09.01.2018;19:45;Genève-Servette HC;EHC Biel-Bienne; 1:4; 0:1|0:1|1:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;5346;20181105000224;NL;CH;Regular Season
Do;11.01.2018;19:45;Lausanne HC;SCL Tigers; 0:1; 0:0|0:0|0:0|0:1;SO;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;5896;20181105000238;NL;CH;Regular Season
Fr;12.01.2018;19:45;Genève-Servette HC;HC Davos; 6:5; 2:2|2:1|1:2|1:0;OT;Ende;False;Les Vernets, 1227 Les Acacias GE;6257;20181105000231;NL;CH;Regular Season
Fr;12.01.2018;19:45;SCL Tigers;HC Lugano; 4:0; 1:0|3:0|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5899;20181105000233;NL;CH;Regular Season
Fr;12.01.2018;19:45;EV Zug;EHC Biel-Bienne; 5:4; 3:0|0:4|1:0|1:0;SO;Ende;False;BOSSARD Arena, 6303 Zug;7107;20181105000234;NL;CH;Regular Season
Fr;12.01.2018;19:55;SC Bern;ZSC Lions; 2:4; 0:1|2:1|0:2;;Ende;False;PostFinance-Arena, 3014 Bern BE;16395;20181105000230;NL;CH;Regular Season
Sa;13.01.2018;19:45;EHC Biel-Bienne;SC Bern; 4:3; 0:1|4:1|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6521;20181105000235;NL;CH;Regular Season
Sa;13.01.2018;19:45;HC Davos;EHC Kloten; 2:6; 2:4|0:0|0:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5137;20181105000236;NL;CH;Regular Season
Sa;13.01.2018;19:45;Fribourg-Gottéron;EV Zug; 6:0; 0:0|2:0|4:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6014;20181105000237;NL;CH;Regular Season
Sa;13.01.2018;19:45;HC Lugano;Genève-Servette HC; 7:1; 1:0|6:1|0:0;;Ende;False;Piste Resega, 6948 Porza Ti;5523;20181105000239;NL;CH;Regular Season
Sa;13.01.2018;19:45;ZSC Lions;HC Ambri-Piotta; 2:3; 0:0|2:2|0:0|0:1;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;8910;20181105000240;NL;CH;Regular Season
So;14.01.2018;15:45;HC Ambri-Piotta;Lausanne HC; 2:5; 1:1|0:3|1:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;5346;20181105000229;NL;CH;Regular Season
So;14.01.2018;15:45;EHC Kloten;Fribourg-Gottéron; 1:2; 1:0|0:0|0:1|0:1;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;5902;20181105000232;NL;CH;Regular Season
Di;16.01.2018;19:45;EV Zug;Fribourg-Gottéron; 2:1; 0:0|1:1|0:0|1:0;OT;Ende;False;BOSSARD Arena, 6303 Zug;6748;20181105000168;NL;CH;Regular Season
Di;16.01.2018;19:45;Genève-Servette HC;SC Bern; 2:3; 0:0|2:0|0:2|0:1;OT;Ende;False;Les Vernets, 1227 Les Acacias GE;5133;20181105000242;NL;CH;Regular Season
Fr;19.01.2018;19:45;HC Davos;Fribourg-Gottéron; 6:5; 1:0|2:3|3:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4056;20181105000241;NL;CH;Regular Season
Fr;19.01.2018;19:45;Lausanne HC;HC Lugano; 3:6; 1:3|1:0|1:3;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6700;20181105000243;NL;CH;Regular Season
Fr;19.01.2018;19:45;SCL Tigers;EHC Kloten; 1:0; 1:0|0:0|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5879;20181105000244;NL;CH;Regular Season
Fr;19.01.2018;19:45;ZSC Lions;EHC Biel-Bienne; 2:1; 0:1|1:0|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;9230;20181105000245;NL;CH;Regular Season
Fr;19.01.2018;19:45;EV Zug;HC Ambri-Piotta; 7:3; 2:1|3:0|2:2;;Ende;False;BOSSARD Arena, 6303 Zug;6898;20181105000246;NL;CH;Regular Season
Sa;20.01.2018;19:45;HC Ambri-Piotta;SCL Tigers; 2:3; 1:1|0:1|1:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;4872;20181105000247;NL;CH;Regular Season
Sa;20.01.2018;19:45;SC Bern;Lausanne HC; 4:3; 0:0|2:0|1:3|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;16741;20181105000248;NL;CH;Regular Season
Sa;20.01.2018;19:45;EHC Biel-Bienne;HC Davos; 5:1; 2:0|1:1|2:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6307;20181105000249;NL;CH;Regular Season
Sa;20.01.2018;19:45;Fribourg-Gottéron;Genève-Servette HC; 5:4; 0:0|2:1|2:3|1:0;SO;Ende;False;BCF Arena, 1700 Fribourg FR;6500;20181105000250;NL;CH;Regular Season
Sa;20.01.2018;19:45;EHC Kloten;ZSC Lions; 4:3; 1:1|2:1|0:1|1:0;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;6054;20181105000251;NL;CH;Regular Season
Sa;20.01.2018;19:45;HC Lugano;EV Zug; 1:0; 1:0|0:0|0:0;;Ende;False;Piste Resega, 6948 Porza Ti;5763;20181105000252;NL;CH;Regular Season
Di;23.01.2018;19:45;Lausanne HC;SC Bern; 5:3; 2:1|1:1|2:1;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6547;20181105000004;NL;CH;Regular Season
Di;23.01.2018;19:45;EHC Biel-Bienne;SCL Tigers; 3:1; 1:1|1:0|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5496;20181105000266;NL;CH;Regular Season
Di;23.01.2018;19:45;EV Zug;ZSC Lions; 3:1; 2:0|1:1|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6762;20181105000270;NL;CH;Regular Season
Fr;26.01.2018;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 3:2; 0:1|2:0|0:1|1:0;OT;Ende;False;Stadio Valascia, 6775 Ambri TI;3929;20181105000253;NL;CH;Regular Season
Fr;26.01.2018;19:45;EHC Kloten;EV Zug; 2:3; 0:1|1:1|1:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;5741;20181105000256;NL;CH;Regular Season
Fr;26.01.2018;19:45;HC Lugano;SC Bern; 4:0; 1:0|1:0|2:0;;Ende;False;Piste Resega, 6948 Porza Ti;6048;20181105000257;NL;CH;Regular Season
Fr;26.01.2018;19:45;SCL Tigers;Fribourg-Gottéron; 2:1; 0:0|0:1|2:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;20181105000258;NL;CH;Regular Season
Fr;26.01.2018;19:50;Genève-Servette HC;Lausanne HC; 4:3; 2:2|2:0|0:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6880;20181105000255;NL;CH;Regular Season
Sa;27.01.2018;19:45;SC Bern;HC Ambri-Piotta; 6:4; 3:0|2:0|1:4;;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20181105000259;NL;CH;Regular Season
Sa;27.01.2018;19:45;EHC Biel-Bienne;EHC Kloten; 2:3; 0:1|1:1|1:0|0:1;SO;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5372;20181105000260;NL;CH;Regular Season
Sa;27.01.2018;19:45;Fribourg-Gottéron;HC Lugano; 3:2; 2:1|1:1|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6500;20181105000261;NL;CH;Regular Season
Sa;27.01.2018;19:45;Lausanne HC;HC Davos; 4:5; 2:1|2:2|0:1|0:1;OT;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6700;20181105000262;NL;CH;Regular Season
Sa;27.01.2018;19:45;EV Zug;Genève-Servette HC; 3:0; 2:0|1:0|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6810;20181105000264;NL;CH;Regular Season
So;28.01.2018;15:45;HC Davos;ZSC Lions; 2:1; 0:0|1:1|1:0;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5339;20181105000254;NL;CH;Regular Season
Di;30.01.2018;19:45;ZSC Lions;SCL Tigers; 1:0; 0:0|1:0|0:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;8191;20181105000263;NL;CH;Regular Season
Di;30.01.2018;19:45;HC Ambri-Piotta;Genève-Servette HC; 5:2; 1:1|2:0|2:1;;Ende;False;Stadio Valascia, 6775 Ambri TI;3427;20181105000265;NL;CH;Regular Season
Di;30.01.2018;19:45;HC Davos;HC Lugano; 1:2; 0:1|1:0|0:0|0:1;SO;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;5245;20181105000267;NL;CH;Regular Season
Di;30.01.2018;19:45;Fribourg-Gottéron;Lausanne HC; 4:1; 3:0|0:0|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5688;20181105000268;NL;CH;Regular Season
Di;30.01.2018;19:45;EHC Kloten;SC Bern; 0:2; 0:0|0:1|0:1;;Ende;False;SWISS Arena, 8302 Kloten ZH;5231;20181105000269;NL;CH;Regular Season
Do;01.02.2018;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 4:3; 2:1|1:1|0:1|1:0;OT;Ende;False;Stadio Valascia, 6775 Ambri TI;2917;20181105000271;NL;CH;Regular Season
Do;01.02.2018;19:45;Genève-Servette HC;ZSC Lions; 1:4; 0:1|1:1|0:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;6131;20181105000273;NL;CH;Regular Season
Do;01.02.2018;19:45;Lausanne HC;EHC Biel-Bienne; 1:2; 0:0|0:0|1:1|0:1;SO;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;5987;20181105000274;NL;CH;Regular Season
Do;01.02.2018;19:45;SCL Tigers;HC Davos; 2:1; 0:0|0:1|2:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5954;20181105000276;NL;CH;Regular Season
Fr;02.02.2018;19:45;EHC Biel-Bienne;HC Lugano; 3:1; 2:0|1:1|0:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5876;20181105000277;NL;CH;Regular Season
Fr;02.02.2018;19:45;HC Davos;HC Ambri-Piotta; 2:3; 0:1|1:0|1:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4918;20181105000278;NL;CH;Regular Season
Fr;02.02.2018;19:45;Fribourg-Gottéron;SC Bern; 3:2; 2:0|0:2|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6500;20181105000279;NL;CH;Regular Season
