Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;Id;Liga;Region;Phase
Sa;18.11.2017;19:45;HC Ambri-Piotta;EHC Kloten; 6:3; 2:0|2:1|2:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;5532;20181105000133;NL;CH;Regular Season
Sa;18.11.2017;19:45;SC Bern;Fribourg-Gottéron; 5:2; 0:0|2:0|3:2;;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;20181105000134;NL;CH;Regular Season
Sa;18.11.2017;19:45;EHC Biel-Bienne;HC Lugano; 4:2; 1:0|1:1|2:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5325;20181105000135;NL;CH;Regular Season
Sa;18.11.2017;19:45;SCL Tigers;Lausanne HC; 3:5; 2:0|1:1|0:4;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5645;20181105000137;NL;CH;Regular Season
So;19.11.2017;15:45;EHC Kloten;SC Bern; 1:2; 1:0|0:0|0:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;5365;20181105000129;NL;CH;Regular Season
So;19.11.2017;15:45;ZSC Lions;HC Davos; 1:3; 1:0|0:1|0:2;;Ende;False;Hallenstadion, 8050 Zürich ZH;11200;20181105000138;NL;CH;Regular Season
Do;23.11.2017;19:45;ZSC Lions;SCL Tigers; 2:3; 0:2|1:1|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;8233;20181105000144;NL;CH;Regular Season
Fr;24.11.2017;19:45;HC Davos;HC Ambri-Piotta; 2:7; 2:2|0:2|0:3;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;4963;20181105000140;NL;CH;Regular Season
Fr;24.11.2017;19:45;Fribourg-Gottéron;SC Bern; 2:7; 1:2|0:3|1:2;;Ende;False;BCF Arena, 1700 Fribourg FR;6500;20181105000141;NL;CH;Regular Season
Fr;24.11.2017;19:45;Lausanne HC;Genève-Servette HC; 1:3; 0:0|0:1|1:2;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6700;20181105000142;NL;CH;Regular Season
Fr;24.11.2017;19:45;HC Lugano;EV Zug; 2:5; 0:2|2:2|0:1;;Ende;False;Piste Resega, 6948 Porza Ti;5379;20181105000143;NL;CH;Regular Season
