Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;TV/Online;Id;Liga;Region;Phase
Fr;20.09.2019;19:45;ZSC Lions;Lausanne HC; 5:0; 1:0|4:0|0:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;8015;MYSPORTS;20201105000024;NL;CH;Regular Season
Sa;21.09.2019;19:45;EHC Biel-Bienne;SCL Tigers; 3:2; 0:1|1:1|1:0|1:0;SO;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5627;MYSPORTS;20201105000025;NL;CH;Regular Season
Sa;21.09.2019;19:45;Genève-Servette HC;SC Bern; 4:2; 1:1|2:0|1:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;5544;MYSPORTS;20201105000027;NL;CH;Regular Season
Sa;21.09.2019;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 3:2; 0:2|1:0|1:0|1:0;OT;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4360;MYSPORTS;20201105000028;NL;CH;Regular Season
Sa;21.09.2019;19:45;EV Zug;HC Lugano; 3:2; 1:1|1:1|0:0|1:0;SO;Ende;False;BOSSARD Arena, 6303 Zug;7086;MYSPORTS;20201105000030;NL;CH;Regular Season
Di;24.09.2019;19:45;HC Ambri-Piotta;SCL Tigers; 2:0; 0:0|0:0|2:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4239;MYSPORTS;20201105000031;NL;CH;Regular Season
Di;24.09.2019;19:45;EHC Biel-Bienne;HC Davos; 2:1; 0:0|1:0|1:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5433;MYSPORTS;20201105000032;NL;CH;Regular Season
Di;24.09.2019;19:45;SC Rapperswil-Jona Lakers;EV Zug; 4:3; 1:0|1:1|1:2|1:0;OT;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3839;MYSPORTS;20201105000033;NL;CH;Regular Season
Di;24.09.2019;19:45;HC Lugano;SC Bern; 4:2; 2:0|1:1|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5396;MYSPORTS;20201105000035;NL;CH;Regular Season
Di;24.09.2019;19:45;ZSC Lions;Fribourg-Gottéron; 4:1; 1:0|2:1|1:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;8089;MYSPORTS;20201105000036;NL;CH;Regular Season
Di;24.09.2019;20:00;Lausanne HC;Genève-Servette HC; 3:5; 1:1|1:2|1:2;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS;20201105000034;NL;CH;Regular Season
Fr;27.09.2019;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 3:1; 0:0|0:1|3:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4493;MYSPORTS;20201105000037;NL;CH;Regular Season
Fr;27.09.2019;19:45;SC Bern;Lausanne HC; 2:5; 1:3|1:0|0:2;;Ende;False;PostFinance-Arena, 3014 Bern BE;15699;MYSPORTS;20201105000038;NL;CH;Regular Season
Fr;27.09.2019;19:45;HC Lugano;Genève-Servette HC; 1:2; 1:0|0:1|0:0|0:1;OT;Ende;False;Cornèr Arena, 6948 Porza Ti;5589;MYSPORTS,MYSPORTSONE;20201105000041;NL;CH;Regular Season
Fr;27.09.2019;19:45;SCL Tigers;ZSC Lions; 4:6; 1:1|0:2|3:3;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5407;MYSPORTS;20201105000042;NL;CH;Regular Season
Sa;28.09.2019;19:45;EHC Biel-Bienne;HC Lugano; 3:4; 1:2|1:0|1:1|0:1;OT;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5629;MYSPORTS;20201105000043;NL;CH;Regular Season
Sa;28.09.2019;19:45;Genève-Servette HC;Fribourg-Gottéron; 2:3; 0:0|1:1|1:1|0:1;OT;Ende;False;Les Vernets, 1227 Les Acacias GE;6047;MYSPORTS;20201105000044;NL;CH;Regular Season
Sa;28.09.2019;19:45;SC Rapperswil-Jona Lakers;SCL Tigers; 1:2; 0:0|0:1|1:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3962;MYSPORTS;20201105000045;NL;CH;Regular Season
Sa;28.09.2019;19:45;Lausanne HC;HC Davos; 1:7; 0:1|0:4|1:2;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;7776;MYSPORTS;20201105000046;NL;CH;Regular Season
Sa;28.09.2019;19:45;ZSC Lions;HC Ambri-Piotta; 5:3; 2:1|0:1|3:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;8695;MYSPORTS;20201105000047;NL;CH;Regular Season
Sa;28.09.2019;19:45;EV Zug;SC Bern; 5:2; 2:0|2:0|1:2;;Ende;False;BOSSARD Arena, 6303 Zug;7200;MYSPORTS;20201105000048;NL;CH;Regular Season
Di;01.10.2019;19:45;HC Ambri-Piotta;HC Lugano; 1:2; 1:1|0:1|0:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;5855;MYSPORTS,MYSPORTSONE,TELETICINO;20201105000049;NL;CH;Regular Season
Di;01.10.2019;19:45;Fribourg-Gottéron;SC Bern; 1:3; 1:1|0:1|0:1;;Ende;False;BCF Arena, 1700 Fribourg FR;6500;MYSPORTS;20201105000050;NL;CH;Regular Season
Di;01.10.2019;19:45;SCL Tigers;HC Davos; 0:1; 0:0|0:0|0:0|0:1;OT;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5696;MYSPORTS;20201105000052;NL;CH;Regular Season
Di;01.10.2019;19:45;ZSC Lions;EHC Biel-Bienne; 5:2; 1:1|1:1|3:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;7970;MYSPORTS;20201105000053;NL;CH;Regular Season
Di;01.10.2019;19:45;EV Zug;Genève-Servette HC; 5:1; 3:0|2:1|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;5959;MYSPORTS;20201105000054;NL;CH;Regular Season
Mi;02.10.2019;19:45;Lausanne HC;SC Rapperswil-Jona Lakers; 4:1; 0:0|2:1|2:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;6456;MYSPORTS;20201105000051;NL;CH;Regular Season
Fr;04.10.2019;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 4:0; 1:0|2:0|1:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;4606;MYSPORTS;20201105000055;NL;CH;Regular Season
Fr;04.10.2019;19:45;SC Bern;SCL Tigers; 4:3; 1:0|2:1|0:2|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;16771;MYSPORTS;20201105000056;NL;CH;Regular Season
Fr;04.10.2019;19:45;EHC Biel-Bienne;Lausanne HC; 2:1; 0:0|2:1|0:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5488;MYSPORTS;20201105000057;NL;CH;Regular Season
Fr;04.10.2019;19:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 2:0; 1:0|0:0|1:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3488;MYSPORTS;20201105000059;NL;CH;Regular Season
Fr;04.10.2019;20:15;HC Lugano;ZSC Lions; 3:1; 1:1|0:0|2:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;5734;MYSPORTS;20201105000060;NL;CH;Regular Season
Sa;05.10.2019;19:45;Fribourg-Gottéron;SC Rapperswil-Jona Lakers; 4:1; 2:0|2:0|0:1;;Ende;False;BCF Arena, 1700 Fribourg FR;6009;MYSPORTS;20201105000061;NL;CH;Regular Season
Sa;05.10.2019;19:45;Genève-Servette HC;HC Davos; 5:6; 2:2|1:2|2:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;6605;MYSPORTS;20201105000062;NL;CH;Regular Season
Sa;05.10.2019;19:45;Lausanne HC;HC Ambri-Piotta; 3:1; 0:0|1:1|2:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;8210;MYSPORTS;20201105000063;NL;CH;Regular Season
Sa;05.10.2019;19:45;SCL Tigers;HC Lugano; 4:3; 0:2|2:1|1:0|1:0;SO;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5679;MYSPORTS;20201105000064;NL;CH;Regular Season
Sa;05.10.2019;19:45;EV Zug;EHC Biel-Bienne; 2:3; 0:0|2:2|0:0|0:1;SO;Ende;False;BOSSARD Arena, 6303 Zug;6615;MYSPORTS;20201105000066;NL;CH;Regular Season
So;06.10.2019;15:45;ZSC Lions;SC Bern; 3:2; 0:1|1:1|1:0|1:0;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;10584;MYSPORTS;20201105000065;NL;CH;Regular Season
Di;08.10.2019;19:45;HC Lugano;SC Rapperswil-Jona Lakers; 6:3; 2:0|1:2|3:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5482;MYSPORTS;20201105000022;NL;CH;Regular Season
Fr;11.10.2019;19:45;Fribourg-Gottéron;EHC Biel-Bienne; 1:4; 0:2|1:1|0:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5894;MYSPORTS;20201105000068;NL;CH;Regular Season
Fr;11.10.2019;19:45;Genève-Servette HC;SCL Tigers; 6:3; 4:1|0:0|2:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;5207;MYSPORTS;20201105000069;NL;CH;Regular Season
Fr;11.10.2019;19:45;SC Rapperswil-Jona Lakers;SC Bern; 5:4; 0:3|2:1|2:0|1:0;OT;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4089;MYSPORTS;20201105000070;NL;CH;Regular Season
Fr;11.10.2019;19:45;EV Zug;HC Ambri-Piotta; 5:1; 2:0|3:0|0:1;;Ende;False;BOSSARD Arena, 6303 Zug;6612;MYSPORTS;20201105000072;NL;CH;Regular Season
Sa;12.10.2019;19:45;HC Ambri-Piotta;SC Rapperswil-Jona Lakers; 4:2; 1:0|2:0|1:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;5032;MYSPORTS;20201105000073;NL;CH;Regular Season
Sa;12.10.2019;19:45;SC Bern;HC Davos; 4:3; 2:1|1:0|0:2|1:0;SO;Ende;False;PostFinance-Arena, 3014 Bern BE;16945;MYSPORTS;20201105000074;NL;CH;Regular Season
Sa;12.10.2019;19:45;EHC Biel-Bienne;Genève-Servette HC; 6:3; 2:1|2:0|2:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5903;MYSPORTS;20201105000075;NL;CH;Regular Season
Sa;12.10.2019;19:45;HC Lugano;Fribourg-Gottéron; 1:4; 1:2|0:1|0:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;6039;MYSPORTS;20201105000076;NL;CH;Regular Season
Sa;12.10.2019;19:45;SCL Tigers;Lausanne HC; 1:3; 0:0|1:1|0:2;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5499;MYSPORTS;20201105000077;NL;CH;Regular Season
Sa;12.10.2019;19:45;ZSC Lions;EV Zug; 3:4; 1:0|0:2|2:2;;Ende;False;Hallenstadion, 8050 Zürich ZH;9240;MYSPORTS;20201105000078;NL;CH;Regular Season
So;13.10.2019;15:45;Lausanne HC;HC Lugano; 5:2; 0:0|3:1|2:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;8543;MYSPORTS;20201105000071;NL;CH;Regular Season
Di;15.10.2019;19:45;Fribourg-Gottéron;HC Davos; 4:2; 1:0|1:1|2:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5538;MYSPORTS;20201105000021;NL;CH;Regular Season
Di;15.10.2019;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 1:2; 0:0|1:0|0:1|0:1;OT;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3750;MYSPORTS;20201105000094;NL;CH;Regular Season
Di;15.10.2019;19:45;ZSC Lions;SCL Tigers; 5:4; 0:0|1:2|3:2|1:0;OT;Ende;False;Hallenstadion, 8050 Zürich ZH;8055;MYSPORTS;20201105000113;NL;CH;Regular Season
Fr;18.10.2019;19:45;SC Bern;HC Lugano; 2:5; 1:2|0:1|1:2;;Ende;False;PostFinance-Arena, 3014 Bern BE;15777;MYSPORTS;20201105000079;NL;CH;Regular Season
Fr;18.10.2019;19:45;HC Davos;EHC Biel-Bienne; 5:2; 2:0|2:1|1:1;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;5435;MYSPORTS,MYSPORTSONE;20201105000080;NL;CH;Regular Season
Fr;18.10.2019;19:45;Fribourg-Gottéron;ZSC Lions; 2:4; 0:2|2:1|0:1;;Ende;False;BCF Arena, 1700 Fribourg FR;6036;MYSPORTS;20201105000081;NL;CH;Regular Season
Fr;18.10.2019;19:45;Genève-Servette HC;Lausanne HC; 2:1; 1:0|0:0|1:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6904;MYSPORTS;20201105000082;NL;CH;Regular Season
Fr;18.10.2019;19:45;SCL Tigers;HC Ambri-Piotta; 3:4; 1:2|0:0|2:1|0:1;SO;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5886;MYSPORTS;20201105000083;NL;CH;Regular Season
Fr;18.10.2019;19:45;EV Zug;SC Rapperswil-Jona Lakers; 2:3; 1:3|1:0|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6915;MYSPORTS;20201105000084;NL;CH;Regular Season
Di;22.10.2019;19:45;HC Ambri-Piotta;SC Bern; 2:5; 1:3|0:0|1:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;4285;MYSPORTS;20201105000085;NL;CH;Regular Season
Di;22.10.2019;19:45;Fribourg-Gottéron;SCL Tigers; 0:1; 0:0|0:0|0:1;;Ende;False;BCF Arena, 1700 Fribourg FR;5853;MYSPORTS;20201105000086;NL;CH;Regular Season
Di;22.10.2019;19:45;SC Rapperswil-Jona Lakers;EHC Biel-Bienne; 5:3; 0:2|1:1|4:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3341;MYSPORTS;20201105000087;NL;CH;Regular Season
Di;22.10.2019;19:45;Lausanne HC;EV Zug; 2:1; 1:0|0:0|1:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;7887;MYSPORTS,MYSPORTSONE;20201105000088;NL;CH;Regular Season
Di;22.10.2019;19:45;ZSC Lions;Genève-Servette HC; 2:0; 0:0|2:0|0:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;8052;MYSPORTS;20201105000090;NL;CH;Regular Season
Fr;25.10.2019;19:45;EHC Biel-Bienne;SC Bern; 3:2; 2:1|0:1|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6521;MYSPORTS;20201105000091;NL;CH;Regular Season
Fr;25.10.2019;19:45;HC Davos;Fribourg-Gottéron; 3:1; 1:1|1:0|1:0;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;3717;MYSPORTS,MYSPORTSONE;20201105000092;NL;CH;Regular Season
Fr;25.10.2019;19:45;Genève-Servette HC;HC Ambri-Piotta; 3:1; 1:1|0:0|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6080;MYSPORTS;20201105000093;NL;CH;Regular Season
Fr;25.10.2019;19:45;Lausanne HC;ZSC Lions; 1:3; 0:2|0:1|1:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;8002;MYSPORTS;20201105000095;NL;CH;Regular Season
Sa;26.10.2019;19:45;HC Ambri-Piotta;HC Davos; 2:3; 0:1|1:2|1:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;5592;MYSPORTS;20201105000097;NL;CH;Regular Season
Sa;26.10.2019;19:45;SC Bern;Genève-Servette HC; 5:4; 1:1|1:2|2:1|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;15747;MYSPORTS;20201105000098;NL;CH;Regular Season
Sa;26.10.2019;19:45;Fribourg-Gottéron;Lausanne HC; 3:2; 1:0|0:0|2:2;;Ende;False;BCF Arena, 1700 Fribourg FR;6403;MYSPORTS;20201105000099;NL;CH;Regular Season
Sa;26.10.2019;19:45;HC Lugano;EV Zug; 2:1; 0:0|1:1|0:0|1:0;OT;Ende;False;Cornèr Arena, 6948 Porza Ti;6027;MYSPORTS;20201105000100;NL;CH;Regular Season
So;27.10.2019;15:45;ZSC Lions;SC Rapperswil-Jona Lakers; 3:1; 1:0|2:0|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;9984;MYSPORTS;20201105000102;NL;CH;Regular Season
Mo;28.10.2019;19:45;SCL Tigers;EHC Biel-Bienne; 3:2; 1:1|0:0|1:1|1:0;SO;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5564;MYSPORTS;20201105000101;NL;CH;Regular Season
Di;29.10.2019;19:45;SC Bern;Fribourg-Gottéron; 1:2; 0:1|1:1|0:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16768;MYSPORTS;20201105000103;NL;CH;Regular Season
Di;29.10.2019;19:45;EHC Biel-Bienne;ZSC Lions; 4:3; 1:0|1:0|1:3|1:0;OT;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5534;MYSPORTS;20201105000104;NL;CH;Regular Season
Di;29.10.2019;19:45;Genève-Servette HC;EV Zug; 2:4; 0:1|2:1|0:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;5062;MYSPORTS;20201105000106;NL;CH;Regular Season
Di;29.10.2019;19:45;SC Rapperswil-Jona Lakers;Lausanne HC; 2:5; 1:0|0:4|1:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3670;MYSPORTS;20201105000107;NL;CH;Regular Season
Di;29.10.2019;19:45;HC Lugano;HC Ambri-Piotta; 3:4; 0:1|1:2|2:0|0:1;SO;Ende;False;Cornèr Arena, 6948 Porza Ti;7200;MYSPORTS,MYSPORTSONE,TELETICINO;20201105000108;NL;CH;Regular Season
Fr;01.11.2019;19:45;EHC Biel-Bienne;HC Ambri-Piotta; 2:3; 1:0|1:2|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6332;MYSPORTS;20201105000109;NL;CH;Regular Season
Fr;01.11.2019;19:45;Genève-Servette HC;HC Lugano; 4:0; 2:0|1:0|1:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6143;MYSPORTS;20201105000110;NL;CH;Regular Season
Fr;01.11.2019;19:45;SC Rapperswil-Jona Lakers;HC Davos; 3:4; 0:1|1:3|2:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;6021;MYSPORTS,MYSPORTSONE;20201105000111;NL;CH;Regular Season
Fr;01.11.2019;19:45;Lausanne HC;SC Bern; 5:0; 1:0|2:0|2:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;8998;MYSPORTS;20201105000112;NL;CH;Regular Season
Fr;01.11.2019;19:45;EV Zug;Fribourg-Gottéron; 0:4; 0:0|0:0|0:4;;Ende;False;BOSSARD Arena, 6303 Zug;7200;MYSPORTS;20201105000114;NL;CH;Regular Season
Sa;02.11.2019;19:45;HC Ambri-Piotta;ZSC Lions; 2:3; 1:1|1:0|0:2;;Ende;False;Stadio Valascia, 6775 Ambri TI;5317;MYSPORTS;20201105000115;NL;CH;Regular Season
Sa;02.11.2019;19:45;HC Davos;Lausanne HC; 4:3; 0:0|4:2|0:1;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;4961;MYSPORTS;20201105000117;NL;CH;Regular Season
Sa;02.11.2019;19:45;HC Lugano;EHC Biel-Bienne; 1:2; 0:0|0:1|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5868;MYSPORTS;20201105000119;NL;CH;Regular Season
Sa;02.11.2019;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 4:1; 1:1|2:0|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;MYSPORTS;20201105000120;NL;CH;Regular Season
Sa;02.11.2019;19:46;SC Bern;EV Zug; 4:5; 3:1|0:2|1:1|0:1;SO;Ende;False;PostFinance-Arena, 3014 Bern BE;16848;MYSPORTS,MYSPORTSONE;20201105000116;NL;CH;Regular Season
Di;05.11.2019;19:45;Lausanne HC;HC Davos; 3:4; 1:0|0:2|2:1|0:1;SO;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;7654;MYSPORTS;20201105000232;NL;CH;Regular Season
Di;12.11.2019;19:45;Fribourg-Gottéron;Genève-Servette HC; 2:1; 1:0|0:1|0:0|1:0;OT;Ende;False;BCF Arena, 1700 Fribourg FR;5755;MYSPORTS;20201105000118;NL;CH;Regular Season
Di;12.11.2019;19:45;ZSC Lions;HC Lugano; 7:2; 2:1|3:0|2:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;9411;MYSPORTS;20201105000125;NL;CH;Regular Season
Fr;15.11.2019;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 4:2; 3:1|0:1|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6260;MYSPORTS;20201105000121;NL;CH;Regular Season
Fr;15.11.2019;19:45;Lausanne HC;EHC Biel-Bienne; 2:3; 1:2|1:0|0:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;8888;MYSPORTS;20201105000123;NL;CH;Regular Season
Fr;15.11.2019;19:45;SCL Tigers;SC Bern; 3:1; 1:0|0:0|2:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;MYSPORTS;20201105000124;NL;CH;Regular Season
Fr;15.11.2019;19:45;EV Zug;HC Davos; 4:5; 1:1|1:1|2:3;;Ende;False;BOSSARD Arena, 6303 Zug;7200;MYSPORTS;20201105000126;NL;CH;Regular Season
Sa;16.11.2019;19:45;HC Ambri-Piotta;Lausanne HC; 1:2; 0:1|1:0|0:0|0:1;OT;Ende;False;Stadio Valascia, 6775 Ambri TI;4807;MYSPORTS;20201105000127;NL;CH;Regular Season
Sa;16.11.2019;19:45;SC Bern;ZSC Lions; 2:1; 1:0|1:1|0:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16205;MYSPORTS,MYSPORTSONE;20201105000128;NL;CH;Regular Season
Sa;16.11.2019;19:45;EHC Biel-Bienne;EV Zug; 1:2; 1:2|0:0|0:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6004;MYSPORTS;20201105000129;NL;CH;Regular Season
Sa;16.11.2019;19:45;HC Davos;Genève-Servette HC; 2:3; 0:2|0:0|2:1;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;4361;MYSPORTS;20201105000130;NL;CH;Regular Season
Sa;16.11.2019;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 9:4; 2:2|6:1|1:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3912;MYSPORTS;20201105000131;NL;CH;Regular Season
Sa;16.11.2019;19:45;HC Lugano;SCL Tigers; 1:2; 1:0|0:1|0:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5963;MYSPORTS;20201105000132;NL;CH;Regular Season
Di;19.11.2019;19:45;HC Davos;HC Lugano; 3:2; 0:0|1:2|2:0;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;3419;MYSPORTS;20201105000015;NL;CH;Regular Season
Di;19.11.2019;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 6:2; 2:0|2:1|2:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;5151;MYSPORTS;20201105000122;NL;CH;Regular Season
Fr;22.11.2019;19:45;SC Bern;Lausanne HC; 2:3; 1:0|0:2|1:1;;Ende;False;PostFinance-Arena, 3014 Bern BE;15559;MYSPORTS;20201105000133;NL;CH;Regular Season
Fr;22.11.2019;19:45;EHC Biel-Bienne;SCL Tigers; 4:1; 1:1|0:0|3:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6009;MYSPORTS;20201105000134;NL;CH;Regular Season
