Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;TV/Online;Id;Liga;Region;Phase
Fr;17.09.2021;19:45;HC Lugano;EHC Biel-Bienne; 3:5; 1:1|2:2|0:2;;Ende;False;Cornèr Arena, 6948 Porza Ti;4856;MYSPORTS;20221105000029;NL;CH;Regular Season
Fr;17.09.2021;19:45;ZSC Lions;HC Ajoie; 5:2; 3:0|1:0|1:2;;Ende;False;Hallenstadion, 8050 Zürich ZH;7237;MYSPORTS;20221105000030;NL;CH;Regular Season
Sa;18.09.2021;19:45;HC Ajoie;HC Ambri-Piotta; 4:0; 3:0|0:0|1:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3463;MYSPORTS;20221105000031;NL;CH;Regular Season
Sa;18.09.2021;19:45;EHC Biel-Bienne;HC Davos; 3:0; 0:0|2:0|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4622;MYSPORTS;20221105000032;NL;CH;Regular Season
Sa;18.09.2021;19:45;Genève-Servette HC;HC Lugano; 3:5; 1:1|1:2|1:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;4471;MYSPORTS;20221105000033;NL;CH;Regular Season
Sa;18.09.2021;19:45;SC Rapperswil-Jona Lakers;Lausanne HC; 5:1; 2:0|2:0|1:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3018;MYSPORTS;20221105000034;NL;CH;Regular Season
Sa;18.09.2021;19:45;SCL Tigers;ZSC Lions; 2:6; 0:1|1:4|1:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4381;MYSPORTS;20221105000035;NL;CH;Regular Season
Sa;18.09.2021;19:45;EV Zug;Fribourg-Gottéron; 2:1; 1:1|0:0|0:0|1:0;OT;Ende;False;BOSSARD Arena, 6303 Zug;6748;MYSPORTS;20221105000036;NL;CH;Regular Season
Di;21.09.2021;19:45;HC Ambri-Piotta;SC Rapperswil-Jona Lakers; 0:3; 0:0|0:3|0:0;;Ende;False;Gottardo Arena, 6775 Ambri TI;5237;MYSPORTS;20221105000037;NL;CH;Regular Season
Di;21.09.2021;19:45;SC Bern;HC Ajoie; 6:0; 3:0|1:0|2:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;12784;MYSPORTS;20221105000038;NL;CH;Regular Season
Di;21.09.2021;19:45;EHC Biel-Bienne;Genève-Servette HC; 6:0; 2:0|3:0|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4461;MYSPORTS;20221105000039;NL;CH;Regular Season
Di;21.09.2021;19:45;HC Davos;SCL Tigers; 4:5; 1:0|1:1|2:3|0:1;OT;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;2737;MYSPORTS;20221105000040;NL;CH;Regular Season
Di;21.09.2021;19:45;Fribourg-Gottéron;Lausanne HC; 2:5; 1:1|0:3|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;6520;MYSPORTS;20221105000041;NL;CH;Regular Season
Di;21.09.2021;19:45;HC Lugano;EV Zug; 3:2; 0:1|1:0|1:1|1:0;OT;Ende;False;Cornèr Arena, 6948 Porza Ti;4722;MYSPORTS;20221105000042;NL;CH;Regular Season
Fr;24.09.2021;19:45;SC Bern;EHC Biel-Bienne; 3:4; 2:0|0:1|1:2|0:1;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;13456;MYSPORTS;20221105000043;NL;CH;Regular Season
Fr;24.09.2021;19:45;Genève-Servette HC;Fribourg-Gottéron; 1:3; 0:1|1:2|0:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;4712;MYSPORTS;20221105000044;NL;CH;Regular Season
Fr;24.09.2021;19:45;Lausanne HC;HC Davos; 2:5; 2:2|0:1|0:2;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;5001;MYSPORTS;20221105000045;NL;CH;Regular Season
Fr;24.09.2021;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 4:5; 2:1|0:1|2:3;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4437;MYSPORTS;20221105000046;NL;CH;Regular Season
Fr;24.09.2021;19:45;ZSC Lions;HC Lugano; 5:2; 0:1|3:0|2:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;7657;MYSPORTS;20221105000047;NL;CH;Regular Season
Fr;24.09.2021;19:45;EV Zug;HC Ajoie; 2:3; 0:0|2:1|0:1|0:1;OT;Ende;False;BOSSARD Arena, 6303 Zug;6685;MYSPORTS;20221105000048;NL;CH;Regular Season
Sa;25.09.2021;19:45;HC Ajoie;Genève-Servette HC; 3:4; 0:2|2:1|1:0|0:1;SO;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3497;MYSPORTS;20221105000049;NL;CH;Regular Season
Sa;25.09.2021;19:45;EHC Biel-Bienne;SCL Tigers; 1:4; 0:1|0:1|1:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5107;MYSPORTS;20221105000050;NL;CH;Regular Season
Sa;25.09.2021;19:45;Fribourg-Gottéron;ZSC Lions; 1:0; 0:0|0:0|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;7012;MYSPORTS;20221105000052;NL;CH;Regular Season
Sa;25.09.2021;19:45;SC Rapperswil-Jona Lakers;EV Zug; 3:1; 0:0|2:1|1:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3613;MYSPORTS;20221105000053;NL;CH;Regular Season
Sa;25.09.2021;19:45;HC Lugano;SC Bern; 3:1; 1:0|1:1|1:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;5206;MYSPORTS;20221105000054;NL;CH;Regular Season
So;26.09.2021;15:45;HC Davos;HC Ambri-Piotta; 5:3; 0:2|2:0|3:1;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;3857;MYSPORTS;20221105000051;NL;CH;Regular Season
Di;28.09.2021;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 4:0; 3:0|0:0|1:0;;Ende;False;Gottardo Arena, 6775 Ambri TI;5061;MYSPORTS;20221105000055;NL;CH;Regular Season
Di;28.09.2021;19:45;Fribourg-Gottéron;HC Lugano; 3:2; 0:0|1:2|2:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6613;MYSPORTS;20221105000056;NL;CH;Regular Season
Di;28.09.2021;19:45;SC Rapperswil-Jona Lakers;HC Ajoie; 3:2; 1:1|1:1|1:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;2647;MYSPORTS;20221105000057;NL;CH;Regular Season
Di;28.09.2021;19:45;Lausanne HC;SC Bern; 4:1; 1:0|2:0|1:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;4567;MYSPORTS;20221105000058;NL;CH;Regular Season
Di;28.09.2021;19:45;SCL Tigers;EV Zug; 1:2; 1:0|0:2|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4240;MYSPORTS;20221105000059;NL;CH;Regular Season
Di;28.09.2021;19:45;ZSC Lions;HC Davos; 4:3; 0:1|1:1|3:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;7763;MYSPORTS;20221105000060;NL;CH;Regular Season
Fr;01.10.2021;19:45;HC Ambri-Piotta;HC Lugano; 3:4; 0:2|1:1|2:0|0:1;SO;Ende;False;Gottardo Arena, 6775 Ambri TI;6775;RSI,MYSPORTS;20221105000061;NL;CH;Regular Season
Fr;01.10.2021;19:45;SC Bern;SC Rapperswil-Jona Lakers; 4:1; 1:0|2:1|1:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;12657;MYSPORTS;20221105000062;NL;CH;Regular Season
Fr;01.10.2021;19:45;Lausanne HC;ZSC Lions; 2:3; 1:1|1:1|0:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;4980;SRF,RTS,MYSPORTS;20221105000064;NL;CH;Regular Season
Fr;01.10.2021;19:45;SCL Tigers;Fribourg-Gottéron; 1:3; 1:0|0:1|0:2;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4582;MYSPORTS;20221105000065;NL;CH;Regular Season
Fr;01.10.2021;19:45;EV Zug;Genève-Servette HC; 5:4; 2:1|1:1|1:2|1:0;OT;Ende;False;BOSSARD Arena, 6303 Zug;6524;MYSPORTS;20221105000066;NL;CH;Regular Season
Sa;02.10.2021;19:45;HC Ajoie;SCL Tigers; 3:2; 0:0|1:1|2:1;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3659;MYSPORTS;20221105000067;NL;CH;Regular Season
Sa;02.10.2021;19:45;EHC Biel-Bienne;EV Zug; 4:2; 1:1|1:0|2:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;4921;MYSPORTS;20221105000068;NL;CH;Regular Season
Sa;02.10.2021;19:45;Fribourg-Gottéron;HC Davos; 6:3; 2:1|3:1|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;7563;MYSPORTS;20221105000069;NL;CH;Regular Season
Sa;02.10.2021;19:45;Genève-Servette HC;HC Ambri-Piotta; 4:10; 0:1|3:3|1:6;;Ende;False;Les Vernets, 1227 Les Acacias GE;5105;MYSPORTS;20221105000070;NL;CH;Regular Season
Sa;02.10.2021;19:45;HC Lugano;Lausanne HC; 1:4; 0:1|1:2|0:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5023;MYSPORTS;20221105000071;NL;CH;Regular Season
Sa;02.10.2021;19:45;ZSC Lions;SC Bern; 0:1; 0:0|0:0|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;8385;MYSPORTS;20221105000072;NL;CH;Regular Season
So;03.10.2021;15:45;HC Davos;HC Ajoie; 6:0; 4:0|0:0|2:0;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;3774;MYSPORTS;20221105000063;NL;CH;Regular Season
Di;05.10.2021;19:45;Genève-Servette HC;HC Davos; 2:3; 1:2|1:1|0:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;4109;MYSPORTS;20221105000010;NL;CH;Regular Season
Fr;08.10.2021;19:45;HC Ambri-Piotta;SC Bern; 3:2; 1:0|1:1|1:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6075;MYSPORTS;20221105000073;NL;CH;Regular Season
Fr;08.10.2021;19:45;EHC Biel-Bienne;ZSC Lions; 1:5; 0:0|0:2|1:3;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5233;MYSPORTS;20221105000074;NL;CH;Regular Season
Fr;08.10.2021;19:45;HC Davos;HC Lugano; 3:1; 0:0|3:0|0:1;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;3892;MYSPORTS;20221105000075;NL;CH;Regular Season
Fr;08.10.2021;19:45;Fribourg-Gottéron;HC Ajoie; 4:1; 0:1|2:0|2:0;;Ende;False;BCF Arena, 1700 Fribourg FR;8079;MYSPORTS;20221105000076;NL;CH;Regular Season
Fr;08.10.2021;19:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 4:2; 1:0|2:1|1:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3111;MYSPORTS;20221105000077;NL;CH;Regular Season
Fr;08.10.2021;19:45;SCL Tigers;Lausanne HC; 3:4; 0:0|1:3|2:1;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4562;MYSPORTS;20221105000078;NL;CH;Regular Season
Sa;09.10.2021;19:45;HC Ajoie;HC Davos; 2:4; 0:2|2:1|0:1;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3636;MYSPORTS;20221105000079;NL;CH;Regular Season
Sa;09.10.2021;19:45;SC Bern;EHC Biel-Bienne; 1:2; 1:0|0:0|0:1|0:1;SO;Ende;False;PostFinance-Arena, 3014 Bern BE;14141;MYSPORTS;20221105000080;NL;CH;Regular Season
Sa;09.10.2021;19:45;Lausanne HC;Fribourg-Gottéron; 1:3; 0:0|1:2|0:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;7329;MYSPORTS;20221105000081;NL;CH;Regular Season
Sa;09.10.2021;19:45;HC Lugano;HC Ambri-Piotta; 3:1; 0:0|2:0|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;6733;RSI,MYSPORTS;20221105000082;NL;CH;Regular Season
Sa;09.10.2021;19:45;ZSC Lions;SCL Tigers; 2:4; 1:1|1:2|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;7469;MYSPORTS;20221105000083;NL;CH;Regular Season
Sa;09.10.2021;19:45;EV Zug;SC Rapperswil-Jona Lakers; 3:2; 0:1|1:0|1:1|1:0;SO;Ende;False;BOSSARD Arena, 6303 Zug;6657;MYSPORTS;20221105000284;NL;CH;Regular Season
Di;12.10.2021;19:45;SCL Tigers;EHC Biel-Bienne; 1:4; 0:2|0:2|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4618;MYSPORTS;20221105000146;NL;CH;Regular Season
Fr;15.10.2021;19:45;HC Ambri-Piotta;HC Lugano; 2:1; 0:0|0:0|2:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6750;RSI,MYSPORTS;20221105000084;NL;CH;Regular Season
Fr;15.10.2021;19:45;EHC Biel-Bienne;Lausanne HC; 1:3; 1:0|0:1|0:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5061;MYSPORTS;20221105000085;NL;CH;Regular Season
Fr;15.10.2021;19:45;Fribourg-Gottéron;Genève-Servette HC; 2:0; 1:0|1:0|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;7864;MYSPORTS;20221105000086;NL;CH;Regular Season
Fr;15.10.2021;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 3:1; 0:0|1:1|2:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4080;MYSPORTS;20221105000087;NL;CH;Regular Season
Fr;15.10.2021;19:45;SCL Tigers;HC Ajoie; 9:3; 2:0|5:1|2:2;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4747;MYSPORTS;20221105000088;NL;CH;Regular Season
Sa;16.10.2021;19:45;HC Ajoie;Fribourg-Gottéron; 0:5; 0:1|0:2|0:2;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4005;MYSPORTS;20221105000089;NL;CH;Regular Season
Sa;16.10.2021;19:45;SC Bern;HC Ambri-Piotta; 3:2; 0:2|1:0|2:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;13338;MYSPORTS;20221105000090;NL;CH;Regular Season
Sa;16.10.2021;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 4:1; 0:1|1:0|3:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;4752;MYSPORTS;20221105000091;NL;CH;Regular Season
Sa;16.10.2021;19:45;Lausanne HC;SCL Tigers; 1:4; 0:0|1:1|0:3;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;5222;MYSPORTS;20221105000092;NL;CH;Regular Season
Sa;16.10.2021;19:45;HC Lugano;HC Davos; 1:3; 1:1|0:1|0:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;4938;MYSPORTS;20221105000093;NL;CH;Regular Season
Sa;16.10.2021;19:45;ZSC Lions;EHC Biel-Bienne; 1:4; 0:1|1:2|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;7650;MYSPORTS;20221105000094;NL;CH;Regular Season
Di;19.10.2021;19:45;ZSC Lions;Genève-Servette HC; 7:5; 1:1|3:4|3:0;;Ende;False;Hallenstadion, 8050 Zürich ZH;7187;MYSPORTS;20221105000095;NL;CH;Regular Season
Di;19.10.2021;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 1:3; 1:1|0:1|0:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3021;MYSPORTS;20221105000096;NL;CH;Regular Season
Di;19.10.2021;19:45;Fribourg-Gottéron;SC Bern; 5:3; 1:1|0:2|4:0;;Ende;False;BCF Arena, 1700 Fribourg FR;8934;MYSPORTS;20221105000097;NL;CH;Regular Season
Di;19.10.2021;19:45;HC Ambri-Piotta;Lausanne HC; 3:2; 0:1|2:1|1:0;;Ende;False;Gottardo Arena, 6775 Ambri TI;5631;MYSPORTS;20221105000100;NL;CH;Regular Season
Fr;22.10.2021;19:45;HC Ambri-Piotta;ZSC Lions; 0:2; 0:0|0:1|0:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6093;MYSPORTS;20221105000101;NL;CH;Regular Season
Fr;22.10.2021;19:45;HC Davos;Genève-Servette HC; 3:0; 1:0|2:0|0:0;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;3489;MYSPORTS;20221105000102;NL;CH;Regular Season
Fr;22.10.2021;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 5:4; 1:2|2:2|2:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3615;MYSPORTS;20221105000103;NL;CH;Regular Season
Fr;22.10.2021;19:45;SCL Tigers;HC Lugano; 6:5; 3:2|2:1|0:2|1:0;OT;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;4698;MYSPORTS;20221105000105;NL;CH;Regular Season
Fr;22.10.2021;19:45;EV Zug;SC Bern; 5:2; 0:1|2:0|3:1;;Ende;False;BOSSARD Arena, 6303 Zug;7009;MYSPORTS;20221105000106;NL;CH;Regular Season
Sa;23.10.2021;19:45;HC Ajoie;Lausanne HC; 2:6; 1:3|0:2|1:1;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3855;MYSPORTS;20221105000107;NL;CH;Regular Season
Sa;23.10.2021;19:45;SC Bern;HC Davos; 3:6; 1:2|0:1|2:3;;Ende;False;PostFinance-Arena, 3014 Bern BE;13541;MYSPORTS;20221105000108;NL;CH;Regular Season
Sa;23.10.2021;19:45;EHC Biel-Bienne;SC Rapperswil-Jona Lakers; 4:2; 1:1|1:0|2:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5301;MYSPORTS;20221105000109;NL;CH;Regular Season
Sa;23.10.2021;19:45;Genève-Servette HC;SCL Tigers; 3:2; 1:1|0:1|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;4603;MYSPORTS;20221105000111;NL;CH;Regular Season
Sa;23.10.2021;19:45;HC Lugano;EV Zug; 2:6; 2:1|0:3|0:2;;Ende;False;Cornèr Arena, 6948 Porza Ti;5213;MYSPORTS;20221105000258;NL;CH;Regular Season
Sa;23.10.2021;19:49;Fribourg-Gottéron;HC Ambri-Piotta; 3:1; 2:0|1:1|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;8934;MYSPORTS;20221105000110;NL;CH;Regular Season
So;24.10.2021;15:45;Lausanne HC;EHC Biel-Bienne; 4:2; 1:1|2:1|1:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;6567;MYSPORTS;20221105000104;NL;CH;Regular Season
Di;26.10.2021;19:45;HC Ambri-Piotta;SCL Tigers; 3:1; 0:1|2:0|1:0;;Ende;False;Gottardo Arena, 6775 Ambri TI;5378;MYSPORTS;20221105000113;NL;CH;Regular Season
Di;26.10.2021;19:45;SC Bern;Genève-Servette HC; 3:2; 1:0|0:2|1:0|1:0;OT;Ende;False;PostFinance-Arena, 3014 Bern BE;12723;MYSPORTS;20221105000114;NL;CH;Regular Season
Di;26.10.2021;19:45;Fribourg-Gottéron;EHC Biel-Bienne; 0:1; 0:1|0:0|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;8788;MYSPORTS;20221105000115;NL;CH;Regular Season
Di;26.10.2021;19:45;Lausanne HC;EV Zug; 3:4; 2:0|0:2|1:1|0:1;OT;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;5129;MYSPORTS;20221105000116;NL;CH;Regular Season
Di;26.10.2021;19:45;HC Lugano;HC Ajoie; 4:1; 2:0|1:0|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;4756;MYSPORTS;20221105000117;NL;CH;Regular Season
Di;26.10.2021;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 3:4; 2:0|0:1|1:2|0:1;SO;Ende;False;Hallenstadion, 8050 Zürich ZH;7337;MYSPORTS;20221105000118;NL;CH;Regular Season
Do;28.10.2021;19:45;Genève-Servette HC;Lausanne HC; 2:3; 0:1|1:1|1:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;6276;MYSPORTS;20221105000121;NL;CH;Regular Season
Fr;29.10.2021;19:45;HC Ajoie;ZSC Lions; 4:3; 2:2|2:1|0:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3477;MYSPORTS;20221105000119;NL;CH;Regular Season
Fr;29.10.2021;19:45;EHC Biel-Bienne;HC Lugano; 4:1; 1:0|1:1|2:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5293;MYSPORTS;20221105000120;NL;CH;Regular Season
Fr;29.10.2021;19:45;SC Rapperswil-Jona Lakers;HC Davos; 4:1; 1:0|2:1|1:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;5235;MYSPORTS;20221105000122;NL;CH;Regular Season
Fr;29.10.2021;19:45;SCL Tigers;SC Bern; 1:5; 0:4|0:1|1:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;6000;MYSPORTS;20221105000123;NL;CH;Regular Season
Fr;29.10.2021;19:45;EV Zug;HC Ambri-Piotta; 2:0; 0:0|2:0|0:0;;Ende;False;BOSSARD Arena, 6303 Zug;6903;MYSPORTS;20221105000124;NL;CH;Regular Season
Sa;30.10.2021;19:45;HC Ambri-Piotta;HC Ajoie; 3:2; 1:0|1:1|0:1|1:0;OT;Ende;False;Gottardo Arena, 6775 Ambri TI;6442;MYSPORTS;20221105000125;NL;CH;Regular Season
Sa;30.10.2021;19:45;HC Davos;EHC Biel-Bienne; 8:0; 2:0|2:0|4:0;;Ende;False;Eisstadion Davos, 7270 Davos-Platz GR;4447;MYSPORTS;20221105000126;NL;CH;Regular Season
Sa;30.10.2021;19:45;Fribourg-Gottéron;EV Zug; 4:5; 1:0|2:1|1:3|0:1;OT;Ende;False;BCF Arena, 1700 Fribourg FR;8803;MYSPORTS;20221105000127;NL;CH;Regular Season
Sa;30.10.2021;19:45;Lausanne HC;SC Rapperswil-Jona Lakers; 2:5; 0:2|1:0|1:3;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;5672;MYSPORTS;20221105000128;NL;CH;Regular Season
