Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;Id;Liga;Region;Phase
Fr;30.10.2015;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 2:5; 2:2|0:2|0:1;;Ende;False;BCF Arena, Fribourg;6425;20161105071105;NL A;CH;Regular Season
Fr;30.10.2015;19:45;EHC Kloten;ZSC Lions; 3:5; 0:1|2:2|1:2;;Ende;False;SWISS Arena, Kloten;6124;20161105071106;NL A;CH;Regular Season
Fr;30.10.2015;19:45;HC Lugano;SCL Tigers; 4:2; 1:2|0:0|3:0;;Ende;False;Pista Resega, Porza;5227;20161105071107;NL A;CH;Regular Season
Sa;31.10.2015;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 2:3; 2:0|0:1|0:1;OT;Ende;False;Stadio Valascia, Ambri;5207;20161105071109;NL A;CH;Regular Season
Sa;31.10.2015;19:45;HC Davos;EHC Kloten; 3:1; 2:0|0:0|1:1;;Ende;False;Vaillant Arena, Davos;4725;20161105071110;NL A;CH;Regular Season
Sa;31.10.2015;19:45;Genève-Servette HC;HC Lugano; 4:2; 2:1|1:1|1:0;;Ende;False;Les Vernets, Genève;6513;20161105071111;NL A;CH;Regular Season
Sa;31.10.2015;19:45;Lausanne HC;Fribourg-Gottéron; 4:1; 1:0|2:0|1:1;;Ende;False;P. de Malley, Lausanne;7140;20161105071113;NL A;CH;Regular Season
Di;10.11.2015;19:45;Lausanne HC;HC Lugano; 2:6; 2:1|0:2|0:3;;Ende;False;P. de Malley, Lausanne;6687;20161105071155;NL A;CH;Regular Season
Do;12.11.2015;19:45;Genève-Servette HC;ZSC Lions; 4:3; 1:1|1:1|1:1|1:0;SO;Ende;False;Les Vernets, Genève;6406;20161105071117;NL A;CH;Regular Season
Fr;13.11.2015;19:45;SC Bern;Lausanne HC; 2:5; 0:2|0:2|2:1;;Ende;False;PostFinance-Arena, Bern;15803;20161105071115;NL A;CH;Regular Season
Fr;13.11.2015;19:45;EHC Biel-Bienne;Fribourg-Gottéron; 1:3; 1:1|0:1|0:1;;Ende;False;Tissot Arena, Biel-Bienne;6521;20161105071116;NL A;CH;Regular Season
Fr;13.11.2015;19:45;SCL Tigers;HC Davos; 6:0; 2:0|1:0|3:0;;Ende;False;Ilfis Stadion, Langnau;6000;20161105071118;NL A;CH;Regular Season
Fr;13.11.2015;19:45;HC Lugano;EHC Kloten; 3:2; 1:1|1:0|1:1;;Ende;False;Pista Resega, Porza;5426;20161105071119;NL A;CH;Regular Season
Fr;13.11.2015;19:45;EV Zug;HC Ambri-Piotta; 5:0; 2:0|2:0|1:0;;Ende;False;BOSSARD Arena, Zug;6726;20161105071120;NL A;CH;Regular Season
Sa;14.11.2015;19:45;HC Ambri-Piotta;SCL Tigers; 4:2; 1:1|2:0|1:1;;Ende;False;Stadio Valascia, Ambri;5217;20161105071121;NL A;CH;Regular Season
Sa;14.11.2015;19:45;HC Davos;Genève-Servette HC; 2:3; 0:2|1:1|1:0;;Ende;False;Vaillant Arena, Davos;4345;20161105071122;NL A;CH;Regular Season
Sa;14.11.2015;19:45;Fribourg-Gottéron;HC Lugano; 3:1; 0:0|2:1|1:0;;Ende;False;BCF Arena, Fribourg;6221;20161105071123;NL A;CH;Regular Season
Sa;14.11.2015;19:45;EHC Kloten;SC Bern; 4:2; 2:1|0:0|2:1;;Ende;False;SWISS Arena, Kloten;5154;20161105071124;NL A;CH;Regular Season
Sa;14.11.2015;19:45;Lausanne HC;EHC Biel-Bienne; 3:2; 1:0|1:2|1:0;;Ende;False;P. de Malley, Lausanne;6553;20161105071125;NL A;CH;Regular Season
So;15.11.2015;15:45;ZSC Lions;EV Zug; 5:3; 1:0|1:2|3:1;;Ende;False;Hallenstadion AG, Zürich;11200;20161105071126;NL A;CH;Regular Season
Di;17.11.2015;19:45;HC Ambri-Piotta;Lausanne HC; 4:1; 1:0|1:1|2:0;;Ende;False;Stadio Valascia, Ambri;4280;20161105071127;NL A;CH;Regular Season
Di;17.11.2015;19:45;HC Davos;ZSC Lions; 4:2; 1:0|1:2|2:0;;Ende;False;Vaillant Arena, Davos;4445;20161105071128;NL A;CH;Regular Season
Di;17.11.2015;19:45;Genève-Servette HC;EHC Kloten; 3:1; 0:0|2:0|1:1;;Ende;False;Les Vernets, Genève;5855;20161105071129;NL A;CH;Regular Season
Di;17.11.2015;19:45;SCL Tigers;EHC Biel-Bienne; 7:0; 1:0|5:0|1:0;;Ende;False;Ilfis Stadion, Langnau;5945;20161105071130;NL A;CH;Regular Season
Di;17.11.2015;19:45;HC Lugano;SC Bern; 6:3; 1:0|3:2|2:1;;Ende;False;Pista Resega, Porza;5236;20161105071131;NL A;CH;Regular Season
Di;17.11.2015;19:45;EV Zug;Fribourg-Gottéron; 3:2; 2:1|0:0|1:1;;Ende;False;BOSSARD Arena, Zug;6098;20161105071132;NL A;CH;Regular Season
Fr;20.11.2015;19:45;SC Bern;Fribourg-Gottéron; 4:2; 2:0|0:2|2:0;;Ende;False;PostFinance-Arena, Bern;16228;20161105071133;NL A;CH;Regular Season
Fr;20.11.2015;19:45;EHC Biel-Bienne;EV Zug; 0:6; 0:1|0:3|0:2;;Ende;False;Tissot Arena, Biel-Bienne;5535;20161105071134;NL A;CH;Regular Season
Fr;20.11.2015;19:45;Genève-Servette HC;Lausanne HC; 3:0; 2:0|1:0|0:0;;Ende;False;Les Vernets, Genève;7018;20161105071135;NL A;CH;Regular Season
Fr;20.11.2015;19:45;EHC Kloten;ZSC Lions; 4:3; 1:2|3:1|0:0;;Ende;False;SWISS Arena, Kloten;5739;20161105071136;NL A;CH;Regular Season
Fr;20.11.2015;19:45;SCL Tigers;HC Davos; 3:6; 0:4|1:1|2:1;;Ende;False;Ilfis Stadion, Langnau;6000;20161105071137;NL A;CH;Regular Season
Sa;21.11.2015;19:45;HC Ambri-Piotta;EHC Biel-Bienne; 2:1; 0:0|1:0|1:1;;Ende;False;Stadio Valascia, Ambri;5153;20161105071139;NL A;CH;Regular Season
Sa;21.11.2015;19:45;Fribourg-Gottéron;Genève-Servette HC; 2:4; 0:1|1:1|1:2;;Ende;False;BCF Arena, Fribourg;6189;20161105071141;NL A;CH;Regular Season
Sa;21.11.2015;19:45;Lausanne HC;SC Bern; 0:1; 0:0|0:0|0:1;;Ende;False;P. de Malley, Lausanne;6383;20161105071142;NL A;CH;Regular Season
Sa;21.11.2015;19:45;EV Zug;HC Lugano; 3:4; 0:0|2:4|1:0;;Ende;False;BOSSARD Arena, Zug;6550;20161105071144;NL A;CH;Regular Season
Sa;21.11.2015;20:00;HC Davos;EHC Kloten; 3:1; 1:0|1:0|1:1;;Ende;False;Vaillant Arena, Davos;5010;20161105071140;NL A;CH;Regular Season
Mo;23.11.2015;19:45;ZSC Lions;SCL Tigers; 2:1; 0:0|2:1|0:0;;Ende;False;Hallenstadion AG, Zürich;9040;20161105071143;NL A;CH;Regular Season
Fr;27.11.2015;19:45;SC Bern;SCL Tigers; 5:6; 0:0|4:3|1:2|0:1;SO;Ende;False;PostFinance-Arena, Bern;16956;20161105071145;NL A;CH;Regular Season
Fr;27.11.2015;19:45;HC Lugano;EV Zug; 1:2; 0:1|0:0|1:1;;Ende;False;Pista Resega, Porza;5675;20161105071149;NL A;CH;Regular Season
Fr;27.11.2015;19:45;ZSC Lions;Lausanne HC; 2:0; 0:0|1:0|1:0;;Ende;False;Hallenstadion AG, Zürich;9218;20161105071150;NL A;CH;Regular Season
Sa;28.11.2015;19:45;HC Ambri-Piotta;ZSC Lions; 1:4; 0:1|1:3|0:0;;Ende;False;Stadio Valascia, Ambri;5028;20161105071151;NL A;CH;Regular Season
Sa;28.11.2015;19:45;HC Davos;SC Bern; 4:3; 2:0|1:1|0:2;OT;Ende;False;Vaillant Arena, Davos;6027;20161105071152;NL A;CH;Regular Season
Sa;28.11.2015;19:45;Fribourg-Gottéron;EHC Kloten; 5:2; 2:1|0:0|3:1;;Ende;False;BCF Arena, Fribourg;6095;20161105071153;NL A;CH;Regular Season
Sa;28.11.2015;19:45;SCL Tigers;Genève-Servette HC; 4:3; 1:1|2:0|0:2;OT;Ende;False;Ilfis Stadion, Langnau;5883;20161105071154;NL A;CH;Regular Season
Sa;28.11.2015;19:45;EV Zug;EHC Biel-Bienne; 5:2; 0:0|2:2|3:0;;Ende;False;BOSSARD Arena, Zug;6206;20161105071156;NL A;CH;Regular Season
So;29.11.2015;15:45;EHC Biel-Bienne;Fribourg-Gottéron; 5:4; 1:3|1:0|2:1|1:0;SO;Ende;False;Tissot Arena, Biel-Bienne;6521;20161105071146;NL A;CH;Regular Season
So;29.11.2015;15:45;EHC Kloten;HC Ambri-Piotta; 7:4; 1:1|3:1|3:2;;Ende;False;SWISS Arena, Kloten;5156;20161105071148;NL A;CH;Regular Season
Di;01.12.2015;19:45;EHC Biel-Bienne;HC Ambri-Piotta; 3:6; 1:3|1:0|1:3;;Ende;False;Tissot Arena, Biel-Bienne;5577;20161105071157;NL A;CH;Regular Season
Di;01.12.2015;19:45;Genève-Servette HC;SC Bern; 4:2; 1:0|2:0|1:2;;Ende;False;Les Vernets, Genève;6477;20161105071158;NL A;CH;Regular Season
Di;01.12.2015;19:45;SCL Tigers;ZSC Lions; 1:5; 0:1|1:3|0:1;;Ende;False;Ilfis Stadion, Langnau;5344;20161105071159;NL A;CH;Regular Season
Di;01.12.2015;19:45;Lausanne HC;Fribourg-Gottéron; 6:3; 2:1|1:1|3:1;;Ende;False;P. de Malley, Lausanne;6951;20161105071160;NL A;CH;Regular Season
Di;01.12.2015;19:45;HC Lugano;EHC Kloten; 4:3; 2:1|2:2|0:0;;Ende;False;Pista Resega, Porza;5068;20161105071161;NL A;CH;Regular Season
Fr;04.12.2015;19:45;SC Bern;EHC Biel-Bienne; 4:3; 1:1|0:1|3:1;;Ende;False;PostFinance-Arena, Bern;15678;20161105071164;NL A;CH;Regular Season
Fr;04.12.2015;19:45;HC Davos;Lausanne HC; 7:5; 2:1|2:1|3:3;;Ende;False;Vaillant Arena, Davos;4044;20161105071165;NL A;CH;Regular Season
Fr;04.12.2015;19:45;Fribourg-Gottéron;HC Lugano; 3:4; 1:2|0:1|2:0|0:1;SO;Ende;False;BCF Arena, Fribourg;5703;20161105071166;NL A;CH;Regular Season
Fr;04.12.2015;19:45;EHC Kloten;SCL Tigers; 4:2; 1:1|2:0|1:1;;Ende;False;SWISS Arena, Kloten;3840;20161105071167;NL A;CH;Regular Season
Fr;04.12.2015;19:45;ZSC Lions;EV Zug; 5:1; 0:0|3:1|2:0;;Ende;False;Hallenstadion AG, Zürich;9555;20161105071168;NL A;CH;Regular Season
Sa;05.12.2015;19:45;EHC Biel-Bienne;HC Davos; 1:5; 0:3|0:0|1:2;;Ende;False;Tissot Arena, Biel-Bienne;6392;20161105071169;NL A;CH;Regular Season
Sa;05.12.2015;19:45;Genève-Servette HC;ZSC Lions; 3:1; 0:0|2:1|1:0;;Ende;False;Les Vernets, Genève;6856;20161105071170;NL A;CH;Regular Season
Sa;05.12.2015;19:45;SCL Tigers;HC Ambri-Piotta; 2:1; 1:1|1:0|0:0;;Ende;False;Ilfis Stadion, Langnau;6000;20161105071171;NL A;CH;Regular Season
Sa;05.12.2015;19:45;Lausanne HC;EHC Kloten; 2:1; 1:1|0:0|1:0;;Ende;False;P. de Malley, Lausanne;6374;20161105071172;NL A;CH;Regular Season
Sa;05.12.2015;19:45;HC Lugano;SC Bern; 4:2; 2:1|0:1|2:0;;Ende;False;Pista Resega, Porza;5618;20161105071173;NL A;CH;Regular Season
Sa;05.12.2015;19:45;EV Zug;Fribourg-Gottéron; 3:2; 2:2|0:0|0:0|1:0;SO;Ende;False;BOSSARD Arena, Zug;6606;20161105071174;NL A;CH;Regular Season
So;06.12.2015;15:45;HC Ambri-Piotta;Genève-Servette HC; 5:3; 0:1|1:2|4:0;;Ende;False;Stadio Valascia, Ambri;5343;20161105071163;NL A;CH;Regular Season
Di;08.12.2015;19:45;HC Lugano;EHC Biel-Bienne; 3:1; 0:0|0:0|3:1;;Ende;False;Pista Resega, Porza;4943;20161105071179;NL A;CH;Regular Season
Di;08.12.2015;19:45;ZSC Lions;Fribourg-Gottéron; 4:1; 1:0|1:1|2:0;;Ende;False;Hallenstadion AG, Zürich;9718;20161105071180;NL A;CH;Regular Season
Di;08.12.2015;20:00;SC Bern;Lausanne HC; 2:3; 0:1|2:0|0:1|0:1;SO;Ende;False;PostFinance-Arena, Bern;14967;20161105071176;NL A;CH;Regular Season
Fr;11.12.2015;19:45;SC Bern;HC Ambri-Piotta; 3:5; 0:1|2:3|1:1;;Ende;False;PostFinance-Arena, Bern;15881;20161105071181;NL A;CH;Regular Season
Fr;11.12.2015;19:45;EHC Biel-Bienne;Lausanne HC; 1:2; 0:1|1:0|0:1;;Ende;False;Tissot Arena, Biel-Bienne;5315;20161105071182;NL A;CH;Regular Season
Fr;11.12.2015;19:45;Fribourg-Gottéron;HC Davos; 1:9; 0:1|0:5|1:3;;Ende;False;BCF Arena, Fribourg;5991;20161105071183;NL A;CH;Regular Season
Fr;11.12.2015;19:45;EHC Kloten;ZSC Lions; 3:1; 1:0|1:0|1:1;;Ende;False;SWISS Arena, Kloten;5677;20161105071185;NL A;CH;Regular Season
Fr;11.12.2015;19:45;SCL Tigers;HC Lugano; 1:4; 0:2|0:1|1:1;;Ende;False;Ilfis Stadion, Langnau;5873;20161105071186;NL A;CH;Regular Season
Fr;11.12.2015;20:15;Genève-Servette HC;EV Zug; 4:2; 0:1|3:0|1:1;;Ende;False;Les Vernets, Genève;6469;20161105071184;NL A;CH;Regular Season
Sa;12.12.2015;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 3:1; 0:0|2:1|1:0;;Ende;False;Stadio Valascia, Ambri;4896;20161105071187;NL A;CH;Regular Season
Sa;12.12.2015;19:45;HC Davos;EHC Kloten; 3:2; 1:0|1:1|1:1;;Ende;False;Vaillant Arena, Davos;5463;20161105071188;NL A;CH;Regular Season
Sa;12.12.2015;19:45;Lausanne HC;SCL Tigers; 6:3; 0:0|2:1|4:2;;Ende;False;P. de Malley, Lausanne;6129;20161105071189;NL A;CH;Regular Season
Sa;12.12.2015;19:45;HC Lugano;Genève-Servette HC; 7:2; 2:2|3:0|2:0;;Ende;False;Pista Resega, Porza;5335;20161105071190;NL A;CH;Regular Season
Sa;12.12.2015;19:45;EV Zug;SC Bern; 5:6; 2:2|1:3|2:1;;Ende;False;BOSSARD Arena, Zug;6751;20161105071192;NL A;CH;Regular Season
So;13.12.2015;15:45;ZSC Lions;EHC Biel-Bienne; 2:5; 0:0|1:3|1:2;;Ende;False;Hallenstadion AG, Zürich;10240;20161105071191;NL A;CH;Regular Season
Mo;14.12.2015;19:45;Lausanne HC;Genève-Servette HC; 5:1; 1:0|3:1|1:0;;Ende;False;P. de Malley, Lausanne;7600;20161105071095;NL A;CH;Regular Season
Mo;14.12.2015;19:45;HC Davos;EHC Biel-Bienne; 2:5; 1:0|1:4|0:1;;Ende;False;Vaillant Arena, Davos;3554;20161105071249;NL A;CH;Regular Season
Di;22.12.2015;19:45;EHC Biel-Bienne;EHC Kloten; 2:3; 2:1|0:1|0:0;OT;Ende;False;Tissot Arena 1, Biel-Bienne;5940;20161105071193;NL A;CH;Regular Season
Di;22.12.2015;19:45;HC Davos;HC Ambri-Piotta; 2:1; 1:0|0:0|0:1;OT;Ende;False;Vaillant Arena, Davos;5587;20161105071194;NL A;CH;Regular Season
Di;22.12.2015;19:45;Fribourg-Gottéron;SC Bern; 1:3; 0:1|1:2|0:0;;Ende;False;BCF Arena, Fribourg;6700;20161105071195;NL A;CH;Regular Season
Di;22.12.2015;19:45;Lausanne HC;Genève-Servette HC; 0:3; 0:0|0:0|0:3;;Ende;False;P. de Malley, Lausanne;7600;20161105071196;NL A;CH;Regular Season
Di;22.12.2015;19:45;ZSC Lions;HC Lugano; 4:2; 1:0|2:1|1:1;;Ende;False;Hallenstadion AG, Zürich;11022;20161105071197;NL A;CH;Regular Season
Di;22.12.2015;19:45;EV Zug;SCL Tigers; 2:3; 0:0|1:1|1:1|0:1;SO;Ende;False;BOSSARD Arena, Zug;7015;20161105071198;NL A;CH;Regular Season
Mi;23.12.2015;19:45;HC Ambri-Piotta;Lausanne HC; 5:2; 2:1|1:0|2:1;;Ende;False;Stadio Valascia, Ambri;6350;20161105071199;NL A;CH;Regular Season
Mi;23.12.2015;19:45;SC Bern;ZSC Lions; 6:5; 1:0|2:3|2:2|1:0;SO;Ende;False;PostFinance-Arena, Bern;16912;20161105071200;NL A;CH;Regular Season
Mi;23.12.2015;19:45;Genève-Servette HC;Fribourg-Gottéron; 5:2; 3:1|1:1|1:0;;Ende;False;Les Vernets, Genève;7076;20161105071201;NL A;CH;Regular Season
Mi;23.12.2015;19:45;EHC Kloten;EV Zug; 4:7; 1:3|1:0|2:4;;Ende;False;SWISS Arena, Kloten;4952;20161105071202;NL A;CH;Regular Season
Mi;23.12.2015;19:45;SCL Tigers;EHC Biel-Bienne; 3:4; 1:2|2:0|0:1;OT;Ende;False;Ilfis Stadion, Langnau;6000;20161105071203;NL A;CH;Regular Season
Mi;23.12.2015;19:45;HC Lugano;HC Davos; 3:2; 1:0|0:1|2:1;;Ende;False;Pista Resega, Porza;6491;20161105071204;NL A;CH;Regular Season
Sa;02.01.2016;15:45;SC Bern;EHC Kloten; 4:5; 1:1|1:2|2:1;OT;Ende;False;PostFinance-Arena, Bern;16543;20161105071205;NL A;CH;Regular Season
Sa;02.01.2016;15:45;Fribourg-Gottéron;SCL Tigers; 2:3; 1:0|1:0|0:2;OT;Ende;False;BCF Arena, Fribourg;6700;20161105071206;NL A;CH;Regular Season
Sa;02.01.2016;15:45;Genève-Servette HC;EHC Biel-Bienne; 5:1; 2:0|2:1|1:0;;Ende;False;Les Vernets, Genève;6435;20161105071207;NL A;CH;Regular Season
Sa;02.01.2016;19:45;ZSC Lions;HC Davos; 4:0; 2:0|1:0|1:0;;Ende;False;Hallenstadion AG, Zürich;11200;20161105071209;NL A;CH;Regular Season
Sa;02.01.2016;19:45;EV Zug;Lausanne HC; 3:4; 0:1|3:2|0:0;OT;Ende;False;BOSSARD Arena, Zug;6387;20161105071210;NL A;CH;Regular Season
Sa;02.01.2016;20:30;HC Lugano;HC Ambri-Piotta; 3:2; 0:0|1:1|1:1|1:0;SO;Ende;False;Pista Resega, Porza;7800;20161105071208;NL A;CH;Regular Season
So;03.01.2016;15:45;EHC Biel-Bienne;Genève-Servette HC; 4:5; 2:1|2:2|0:1;OT;Ende;False;Tissot Arena 1, Biel-Bienne;5989;20161105071212;NL A;CH;Regular Season
So;03.01.2016;15:45;HC Davos;ZSC Lions; 2:1; 0:0|1:1|1:0;;Ende;False;Vaillant Arena, Davos;5838;20161105071213;NL A;CH;Regular Season
So;03.01.2016;15:45;EHC Kloten;SC Bern; 2:3; 0:1|1:0|1:1;OT;Ende;False;SWISS Arena, Kloten;5185;20161105071214;NL A;CH;Regular Season
So;03.01.2016;15:45;Lausanne HC;EV Zug; 4:2; 1:0|1:0|2:2;;Ende;False;P. de Malley, Lausanne;7600;20161105071215;NL A;CH;Regular Season
So;03.01.2016;15:45;SCL Tigers;Fribourg-Gottéron; 3:2; 1:1|1:1|0:0;OT;Ende;False;Ilfis Stadion, Langnau;6000;20161105071216;NL A;CH;Regular Season
So;03.01.2016;16:00;HC Ambri-Piotta;HC Lugano; 3:2; 1:0|0:2|2:0;;Ende;False;Stadio Valascia, Ambri;6500;20161105071211;NL A;CH;Regular Season
Fr;08.01.2016;19:45;Fribourg-Gottéron;Lausanne HC; 4:1; 1:1|0:0|3:0;;Ende;False;BCF Arena, Fribourg;6500;20161105071218;NL A;CH;Regular Season
Fr;08.01.2016;19:45;SCL Tigers;ZSC Lions; 0:7; 0:1|0:3|0:3;;Ende;False;Ilfis Stadion, Langnau;5900;20161105071220;NL A;CH;Regular Season
Fr;08.01.2016;19:45;EV Zug;HC Ambri-Piotta; 4:3; 1:1|2:1|0:1;OT;Ende;False;BOSSARD Arena, Zug;6618;20161105071222;NL A;CH;Regular Season
Fr;08.01.2016;19:49;EHC Kloten;HC Davos; 3:4; 0:1|3:2|0:0;OT;Ende;False;SWISS Arena, Kloten;6284;20161105071219;NL A;CH;Regular Season
Sa;09.01.2016;19:45;HC Ambri-Piotta;EV Zug; 2:4; 1:2|1:1|0:1;;Ende;False;Stadio Valascia, Ambri;5737;20161105071223;NL A;CH;Regular Season
Sa;09.01.2016;19:45;EHC Biel-Bienne;HC Lugano; 2:3; 0:1|0:2|2:0;;Ende;False;Tissot Arena 1, Biel-Bienne;5884;20161105071224;NL A;CH;Regular Season
Sa;09.01.2016;19:45;HC Davos;SCL Tigers; 1:3; 1:0|0:2|0:1;;Ende;False;Vaillant Arena, Davos;5236;20161105071225;NL A;CH;Regular Season
Sa;09.01.2016;19:45;SC Bern;Genève-Servette HC; 3:4; 0:2|2:1|1:0;OT;Ende;False;PostFinance-Arena, Bern;16003;20161105071226;NL A;CH;Regular Season
Sa;09.01.2016;19:45;Lausanne HC;Fribourg-Gottéron; 3:5; 1:2|1:2|1:1;;Ende;False;P. de Malley, Lausanne;7600;20161105071227;NL A;CH;Regular Season
So;10.01.2016;15:45;HC Lugano;EHC Biel-Bienne; 3:2; 2:0|0:1|1:1;;Ende;False;Pista Resega, Porza;5528;20161105071221;NL A;CH;Regular Season
Di;12.01.2016;19:45;EV Zug;Lausanne HC; 2:0; 1:0|0:0|1:0;;Ende;False;BOSSARD Arena, Zug;6088;20161105071108;NL A;CH;Regular Season
Di;12.01.2016;19:45;ZSC Lions;EHC Kloten; 2:1; 1:1|0:0|1:0;;Ende;False;Hallenstadion AG, Zürich;9949;20161105071228;NL A;CH;Regular Season
Fr;15.01.2016;19:45;HC Ambri-Piotta;EHC Kloten; 1:3; 1:0|0:1|0:2;;Ende;False;Stadio Valascia, Ambri;4723;20161105071229;NL A;CH;Regular Season
Fr;15.01.2016;19:45;HC Davos;Genève-Servette HC; 1:4; 0:2|0:2|1:0;;Ende;False;Vaillant Arena, Davos;3534;20161105071230;NL A;CH;Regular Season
Fr;15.01.2016;19:45;Fribourg-Gottéron;EHC Biel-Bienne; 3:0; 0:0|1:0|2:0;;Ende;False;BCF Arena, Fribourg;5797;20161105071231;NL A;CH;Regular Season
Fr;15.01.2016;19:45;SCL Tigers;SC Bern; 2:1; 0:0|1:1|1:0;;Ende;False;Ilfis Stadion, Langnau;6000;20161105071232;NL A;CH;Regular Season
Fr;15.01.2016;19:45;Lausanne HC;ZSC Lions; 3:2; 0:1|1:0|1:1|1:0;SO;Ende;False;P. de Malley, Lausanne;6102;20161105071233;NL A;CH;Regular Season
Fr;15.01.2016;19:45;EV Zug;HC Lugano; 3:2; 1:0|1:1|0:1;OT;Ende;False;BOSSARD Arena, Zug;6687;20161105071234;NL A;CH;Regular Season
Sa;16.01.2016;19:45;SC Bern;HC Davos; 1:2; 0:0|1:0|0:1|0:1;SO;Ende;False;PostFinance-Arena, Bern;17031;20161105071235;NL A;CH;Regular Season
Sa;16.01.2016;19:45;EHC Kloten;Fribourg-Gottéron; 2:3; 2:2|0:0|0:1;;Ende;False;SWISS Arena, Kloten;4734;20161105071238;NL A;CH;Regular Season
Sa;16.01.2016;19:46;Genève-Servette HC;SCL Tigers; 3:5; 1:1|2:2|0:2;;Ende;False;Les Vernets, Genève;7135;20161105071237;NL A;CH;Regular Season
So;17.01.2016;15:45;HC Lugano;Lausanne HC; 7:4; 2:2|1:1|4:1;;Ende;False;Pista Resega, Porza;6415;20161105071239;NL A;CH;Regular Season
So;17.01.2016;15:45;ZSC Lions;HC Ambri-Piotta; 7:2; 2:0|4:0|1:2;;Ende;False;Hallenstadion AG, Zürich;11056;20161105071240;NL A;CH;Regular Season
Di;19.01.2016;19:45;HC Ambri-Piotta;EV Zug; 3:2; 0:0|0:2|2:0;OT;Ende;False;Stadio Valascia, Ambri;3772;20161105071175;NL A;CH;Regular Season
Di;19.01.2016;19:45;Genève-Servette HC;SC Bern; 4:1; 2:1|1:0|1:0;;Ende;False;Les Vernets, Genève;6215;20161105071217;NL A;CH;Regular Season
Di;19.01.2016;19:45;EHC Biel-Bienne;HC Lugano; 6:2; 3:2|3:0|0:0;;Ende;False;Tissot Arena 1, Biel-Bienne;5343;20161105071253;NL A;CH;Regular Season
Fr;22.01.2016;19:45;Genève-Servette HC;HC Ambri-Piotta; 7:4; 0:1|5:2|2:1;;Ende;False;Les Vernets, Genève;6464;20161105071242;NL A;CH;Regular Season
Fr;22.01.2016;19:45;SCL Tigers;EHC Kloten; 3:2; 0:0|2:2|1:0;;Ende;False;Ilfis Stadion, Langnau;5912;20161105071243;NL A;CH;Regular Season
Fr;22.01.2016;19:45;Lausanne HC;HC Davos; 3:4; 0:0|1:2|2:1|0:1;SO;Ende;False;P. de Malley, Lausanne;6734;20161105071244;NL A;CH;Regular Season
Fr;22.01.2016;19:45;HC Lugano;Fribourg-Gottéron; 7:4; 3:1|2:0|2:3;;Ende;False;Pista Resega, Porza;5338;20161105071245;NL A;CH;Regular Season
Fr;22.01.2016;19:45;EV Zug;ZSC Lions; 5:4; 0:1|2:1|3:2;;Ende;False;BOSSARD Arena, Zug;6750;20161105071246;NL A;CH;Regular Season
Sa;23.01.2016;19:45;HC Ambri-Piotta;SCL Tigers; 2:0; 1:0|0:0|1:0;;Ende;False;Stadio Valascia, Ambri;5122;20161105071247;NL A;CH;Regular Season
Sa;23.01.2016;19:45;SC Bern;HC Lugano; 2:3; 0:2|0:0|2:0|0:1;SO;Ende;False;PostFinance-Arena, Bern;16198;20161105071248;NL A;CH;Regular Season
Sa;23.01.2016;19:45;Fribourg-Gottéron;EV Zug; 3:4; 1:0|1:1|1:3;;Ende;False;BCF Arena, Fribourg;6100;20161105071250;NL A;CH;Regular Season
Sa;23.01.2016;19:45;EHC Kloten;Lausanne HC; 4:1; 2:0|0:1|2:0;;Ende;False;SWISS Arena, Kloten;4236;20161105071251;NL A;CH;Regular Season
Sa;23.01.2016;19:45;ZSC Lions;Genève-Servette HC; 4:2; 2:1|0:1|2:0;;Ende;False;Hallenstadion AG, Zürich;9185;20161105071252;NL A;CH;Regular Season
So;24.01.2016;15:45;EHC Biel-Bienne;SC Bern; 4:3; 0:1|3:2|0:0;OT;Ende;False;Tissot Arena 1, Biel-Bienne;6521;20161105071241;NL A;CH;Regular Season
Di;26.01.2016;19:45;Fribourg-Gottéron;ZSC Lions; 2:3; 0:0|1:2|1:1;;Ende;False;BCF Arena, Fribourg;5501;20161105071254;NL A;CH;Regular Season
Di;26.01.2016;19:45;SCL Tigers;HC Davos; 3:7; 2:4|0:3|1:0;;Ende;False;Ilfis Stadion, Langnau;6000;20161105071256;NL A;CH;Regular Season
Di;26.01.2016;19:45;Lausanne HC;SC Bern; 5:4; 1:0|1:1|2:3|1:0;SO;Ende;False;P. de Malley, Lausanne;6623;20161105071257;NL A;CH;Regular Season
Di;26.01.2016;19:45;EV Zug;HC Ambri-Piotta; 5:4; 0:0|2:3|2:1|1:0;SO;Ende;False;BOSSARD Arena, Zug;6227;20161105071258;NL A;CH;Regular Season
Di;26.01.2016;19:47;Genève-Servette HC;EHC Kloten; 4:3; 2:2|1:0|1:1;;Ende;False;Les Vernets, Genève;6354;20161105071255;NL A;CH;Regular Season
Fr;29.01.2016;19:45;HC Ambri-Piotta;SC Bern; 3:4; 1:1|1:2|1:0;OT;Ende;False;Stadio Valascia, Ambri;6022;20161105071259;NL A;CH;Regular Season
Fr;29.01.2016;19:45;HC Lugano;SCL Tigers; 6:2; 5:0|1:1|0:1;;Ende;False;Pista Resega, Porza;5343;20161105071262;NL A;CH;Regular Season
